Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2014-11-25,3187726,2468327,265966,5510449,5247007,43794310,18289630,5814453,1978016,3695949,6344066,5244901,1511973,1693669,20459669,2889748
2014-11-26,1205659,2360351,167228,3005627,3339109,30953292,9788043,4605056,1579167,1096685,4172596,899168,1006636,2264854,18631330,1998276
2014-11-28,2072793,903146,188005,4037459,2336026,49144671,8429254,3671111,1427666,1055236,5520481,886431,1805744,2132221,28252201,3433457
2014-12-01,2811726,3661625,93432,6671848,5143609,75105884,14827782,2771971,3978264,1324894,5531919,1623232,4883938,2240334,35783300,9740596
2014-12-02,1469400,3058419,81514,3920471,5330710,47273320,19349296,1840104,3135620,1414876,5721023,1276410,3969160,1833925,17624162,3065533
2014-12-03,1998004,3379797,171705,11006551,5055746,37508283,10722399,1820228,2105700,1449754,7974130,1055912,3614660,2022876,15375089,8510519
2014-12-04,3001658,2101889,336038,4790960,5356494,31459900,18286409,2629775,7600960,2756251,3106682,1431326,3138669,2050018,18914587,3711329
2014-12-05,3477696,2047423,231997,4269415,6059705,32496263,13946986,2814972,4613895,2102108,5200817,1595789,2450421,2564838,16289714,4825953
2014-12-08,984140,3357216,136678,5567952,5171621,43437853,14590162,2948361,2295583,4576637,6438590,1446098,3231424,2205379,26001487,2992370
2014-12-09,1203037,2689033,133971,7945392,11928867,54564138,18136312,4041635,5809363,3053250,5063875,3449249,2977033,3868553,23791012,5872212
2014-12-10,1207989,5415943,114296,7621986,9197415,55591679,27669672,11208629,3543468,2683753,5781930,1761222,5004902,3907291,19384037,9274905
2014-12-11,1447694,3634717,230157,6867314,11178176,65853686,19542611,3626602,4566489,1921819,6889274,1781155,4481868,3775750,18770756,8452367
2014-12-12,1714109,3346054,251025,12284430,7087344,79274575,31169607,3692081,5151799,2995830,6536403,2988725,3758667,4039006,18595184,5903283
2014-12-15,2540686,6392963,196703,8874293,13069323,93921700,38599941,5736048,13776458,3308573,7710046,2923329,4896742,4052338,31776414,25139048
2014-12-16,1411670,4297594,202431,12257580,12699017,117074114,38250498,5940984,16770191,2947689,11471042,3670279,5515368,6096588,44782404,8965865
2014-12-17,2167454,7656491,152413,12901618,13749122,119530839,28795347,5354731,9300612,3334744,8990404,3165913,6317187,4742773,48492378,8720816
2014-12-18,1865794,4960151,267907,9752401,5759958,70091393,33053675,3897151,3025983,4312395,6548975,3954177,5033423,4368480,21111143,9232836
2014-12-19,1865027,3617523,221970,11452550,8741132,61239644,29690683,4457722,3871496,1205663,6078847,3732732,2442190,3569075,26655470,3295054
2014-12-22,3827829,5826748,156502,7855558,4283551,47398461,24782453,2197171,1665268,1450658,4776193,19382728,1752767,2407417,20333971,1842877
2014-12-23,2790798,5627203,180183,6224826,2977264,52339345,21929237,6164589,1578518,1345748,3214603,3025338,2069967,2344879,13441170,2748174
2014-12-24,922096,2069586,142601,1647624,1872467,21433907,12379363,1629551,899348,476853,1432725,1398943,814112,873044,5430862,7878121
2014-12-26,1124918,2913105,115167,1921214,4332765,28723046,17681142,652143,1892972,702447,1339504,1146602,2230680,902308,7285885,1764428
2014-12-29,2199237,4566265,214165,2530891,3003641,38964338,22005587,3376893,1386931,2200449,4391911,18142873,1159543,2091732,10818542,15846746
2014-12-30,2069596,4735769,476627,2953280,5722938,32332735,20271587,4646145,1666195,2352878,5241070,2854453,1415480,2078611,13443810,3812893
2014-12-31,2493870,21526492,265198,4514389,4798641,34940694,22494954,2454018,1298115,1658691,2630235,2527858,1171522,1871432,9103444,3240306
2015-01-02,2090232,1967294,107635,4997212,2943054,65009964,24674810,4061538,2681436,3568367,11607839,2869690,3328573,4266337,17765365,2971461
2015-01-05,3446236,1827461,393892,6700209,6342129,83166552,28468244,3959576,2515823,2809251,12764198,13050497,4571143,3945747,22200354,6880615
2015-01-06,3688054,1843060,252968,10131406,11174603,52066122,21711619,3618649,3514417,2399211,9451193,3055846,3022017,2879368,21194032,4196522
2015-01-07,3984399,1868404,462354,5546974,4772695,64948658,19048936,3783268,6132580,3644466,8656700,3833623,2679740,3195179,16427500,8941605
2015-01-08,2212153,1409351,184571,7166658,4908475,55081573,16680027,3574519,1898598,3735890,7447394,4498087,3341069,3626517,14081006,4585715
2015-01-09,1322557,3463555,251677,6646620,5678239,38550074,17938204,2441955,2866886,2994165,5276202,2146497,2732384,3655061,9498546,8835947
2015-01-12,2185655,4567392,308097,4305292,5784156,55381813,18561207,3137870,3504607,2717160,5145691,1470305,2148224,2070086,12921041,14766455
2015-01-13,5536965,2898573,187855,9913513,6975579,55565632,15396200,4854849,4593371,3166087,6672546,7695302,2670532,2804784,17157761,15178874
2015-01-14,3043605,2774281,186988,11090635,6198931,83761032,16051851,8220727,2268325,2704426,7925907,7382260,2216296,2399364,15871154,9408854
2015-01-15,2084009,1827752,87329,9293698,8123493,57441569,21885109,4357094,3241023,2739923,16652318,2291086,2083192,2366527,14300854,4613390
2015-01-16,2744525,1726216,169462,8721910,7169322,72675158,29675542,6939233,3568613,2568160,13991936,2350561,2463803,4015335,19665416,8998384
2015-01-20,2059394,2409030,362146,7224084,8616503,57716857,19318048,18778139,4173572,3324141,13008369,1842180,2156307,2853131,23278551,4653912
2015-01-21,2020176,2282249,113736,6259314,6037062,74714921,26882545,11315099,2285830,6093392,12291206,2509061,2794781,2411210,16172870,12323652
2015-01-22,2030434,3736663,127608,9565123,6800239,95318358,15610403,8936462,3390034,4126650,13516420,5208455,3968958,3475599,18016281,32977157
2015-01-23,1535012,1889052,198238,4795306,5388301,52368148,19495685,4798617,2718035,2068883,12222031,2296570,2220713,1835793,17658767,14593053
2015-01-26,2705234,1718333,121252,3730398,3741985,47266132,18463332,3726627,2389663,2006665,7721758,1955722,1504558,1414896,12156711,8857050
2015-01-27,1635906,3261661,210356,11565051,4126206,42525180,20064297,6780292,7660977,4173435,6917384,4999482,1744771,1643872,13429626,13107394
2015-01-28,1327756,3647794,300665,9673196,5053986,56697952,20033124,5686413,2132785,2190990,8436969,2066677,2919777,2711521,14606894,10224060
2015-01-29,1752591,2221661,150517,9615220,6402688,53124382,31207948,4529718,2122204,2736519,11844068,3683518,1996811,2596759,14304274,12530565
2015-01-30,6252828,3535320,118850,11138459,5719404,103745394,39271009,6264187,3359920,2167568,10062684,2632868,3786712,4215219,25128341,5070059
2015-02-02,2792120,2878421,176708,9437852,4031612,50443565,24878661,3625135,2407475,2345685,6355756,2508375,2350904,2297732,18088830,21521330
2015-02-03,1815375,5713105,356645,7543368,3176482,48552665,27679397,5942987,2495244,4042339,11925364,2850095,5267950,2772957,17542997,10496759
2015-02-04,1953033,4597875,181487,5935850,4561265,34900718,17454177,9317067,2461309,2232148,10470488,2096251,2149397,1592616,15882808,9718215
2015-02-05,2409552,2395461,162516,6037756,3051909,32092387,23933454,8647002,1581332,1397272,5189905,2266992,2134989,1541286,11428602,7567815
2015-02-06,2531315,2735081,166736,7211861,5803872,64291989,18530149,5276033,1739400,2480698,5935686,2677331,2769469,1920994,19329451,4222162
2015-02-09,1724911,2060712,121548,3723092,2515187,35632498,15940496,4204267,1456161,1437257,6370657,3577202,1811740,1814241,11747830,3609946
2015-02-10,1272543,1172491,135035,3572674,4807535,46949411,14302536,4394004,971924,1797189,5110648,2283504,1792732,1741168,14339384,12607595
2015-02-11,1803433,3233401,187852,5174522,5717305,44240290,16405389,5292787,6592790,1731010,4829963,3284316,4670309,11403964,20615067,27558657
2015-02-12,2123746,11000201,103867,3742736,3880964,55855430,16664683,3579103,2251860,3781572,7556351,2592636,4212322,2597046,17716376,14447955
2015-02-13,1706183,2173808,418391,3998242,3045700,44640020,17919070,5914532,1009467,2554071,11908278,2862251,1742244,2209272,15122091,8817239
2015-02-17,2043026,1631714,135993,2850861,5037295,30152771,13660319,4110693,1205812,4091780,6768647,1770950,1422862,1331633,8047926,12648411
2015-02-18,1442441,2454494,168906,2724833,4531110,36036679,16777781,4587249,1884307,2715062,4890331,1621880,1398192,1490890,12806122,9901694
2015-02-19,1442991,1131782,175930,2663529,4695108,38785755,17091007,13766632,1438552,3174501,3266667,1081098,1036988,1589968,9627602,12270495
2015-02-20,2280736,1674645,224450,8914648,5543386,32542663,34658650,7021807,1334162,4856525,4394477,2085187,1206417,2472638,12997885,7166563
2015-02-23,1688234,1583806,183370,2738564,3603370,34091726,13630915,2199021,1891916,1849432,3977034,1110252,1440239,1450304,15338686,3507743
2015-02-24,1736745,1183066,486215,4228745,5352002,64630530,16373392,3242211,1583514,1707714,17681573,1421046,2325924,2121095,17534688,2488115
2015-02-25,2319277,1861529,188880,2822884,3671504,28592485,10224770,6369478,3033968,1807261,5755500,1807530,1636264,2424785,16186187,11960357
2015-02-26,1837251,952427,165251,3045831,6702133,25889805,12790980,3732951,1639480,949785,6326900,761596,1052632,1998155,12893002,4618562
2015-02-27,3816414,964103,155659,3161318,3336552,43207622,22960895,3890278,1491959,1968828,9730872,1655460,1808916,2372875,19928948,2795815
2015-03-02,7881863,1449380,160529,3213112,4796139,36669942,21297828,4455421,1148586,1633090,4875642,11992077,2113461,1718837,16440710,3498936
2015-03-03,4228397,1588336,187452,2825771,3448085,40406088,12564366,3679708,1642876,2460251,7339535,2453945,2068128,2783880,14316628,2867196
2015-03-04,1477095,1476945,244843,3820195,5103120,51564422,15625081,5131463,2666917,1804970,6558137,2661831,2148931,2352155,20143058,6370831
2015-03-05,1053013,1244011,176127,2410673,5428187,33714036,15540909,8105015,1373951,1838343,5521432,4535065,2409840,1200677,17310919,3870842
2015-03-06,1872869,7454737,682494,7297446,9516906,72516867,24040475,5953553,2345978,2868454,9293331,3397055,3561400,3025029,19746440,8003087
2015-03-09,2724695,1280703,249597,3844851,4714472,34915606,11908966,17522398,1155826,1627769,6827103,1643210,1480326,2391836,19967179,2515027
2015-03-10,1708143,1580756,585388,6070112,10525476,84229634,20979980,6871119,2863536,2494117,7869656,2724015,2595366,3227478,24304626,11421663
2015-03-11,1171619,1390622,218985,5584619,7180944,47978744,20000363,7788984,1963210,3191445,6577791,3264615,2323962,2002312,16183642,5672812
2015-03-12,1416645,1146164,148068,4024348,7852875,46829691,16362205,6006379,3416745,2055646,6190335,1559558,2075690,2217727,18716589,4517916
2015-03-13,3235526,1924610,102497,6833888,6161533,69885193,16277248,5346871,4694193,3881271,5192422,1706254,2034148,2398500,25330226,4888243
2015-03-16,1305770,1888401,96418,5550064,7540047,50569897,15828656,6375425,3270853,2222911,5622095,5626479,1734853,2110997,16971311,3921883
2015-03-17,1423692,1370476,141746,5392939,5126336,53697707,16273260,4287451,1924217,1235527,12130935,3271301,3303754,4102407,29042184,3798699
2015-03-18,1997848,2163162,142760,11294422,8485646,101688185,28290710,8854263,5143383,3609158,17702508,3284990,4287284,4930859,27873669,7236970
2015-03-19,1929655,1165454,191980,6229177,6537957,64499905,20155132,8532358,4584980,3078699,11630488,10743305,2151632,2177619,18310988,12694403
2015-03-20,3833605,1457355,194129,5999199,9285903,67345317,28789264,6941781,2260468,2641768,6462442,2453682,3387633,2822514,20913996,4002388
2015-03-23,1120884,1469001,433019,3593884,4665205,35502717,13958724,4283073,1504436,2265258,4498814,3039354,1430232,2285856,19766554,3490497
2015-03-24,2647340,1512725,444273,4692113,5564160,45280301,18037342,4217390,2876409,2341503,4454112,2764051,1221888,1557322,16585634,6271065
2015-03-25,1612307,1540138,183661,8474718,4546147,49779870,17853728,5319845,4437953,1738388,16704410,1683894,2281490,3061073,13000438,5007712
2015-03-26,1377559,1678651,176407,6604471,6700724,76980147,24344490,4149072,3698258,2236412,8946675,1819706,2416853,2063824,20913234,8133492
2015-03-27,5610233,675433,70262,3971821,5215691,42211959,16596705,2962330,3027436,1685330,10412332,1516262,2056012,1453197,14138709,4396680
2015-03-30,1310728,993245,242106,5399289,4599149,51535681,27480187,2864998,2128697,5991260,12362519,8876622,1579781,1896593,20271053,6333842
2015-03-31,2958055,2302386,81246,4633760,6660830,47508781,27717182,9533013,3214638,1763999,8077931,2615979,2307776,1876506,20858772,3471774
2015-04-01,1927330,1893159,101886,7440536,7692658,56392696,30907001,4452133,2291432,1809669,6542436,3346601,2568414,1748346,26160747,9102471
2015-04-02,1761723,1256816,75786,3223638,4153203,62389157,15597235,5661433,2077366,1323773,7407231,1518776,3562155,2888317,25610634,1845402
2015-04-06,1430979,1377799,136121,6284934,3035359,54678351,16304564,4038785,1501940,785335,6311537,2113101,6203683,3325545,22720898,2522176
2015-04-07,1415177,1274083,219513,6011556,6053911,33279469,13742896,4386739,1969194,2024614,7356994,6152481,2062945,2840030,9976910,3702612
2015-04-08,903019,904022,199521,4738514,4538343,65023086,16148264,3365631,5162285,1096719,11250428,3122205,2287938,3765140,17403853,5412267
2015-04-09,1728452,1321401,224923,4483753,5569414,52128782,17741096,2601888,10143534,1003345,6678332,1377402,2196289,2197211,20660591,3668582
2015-04-10,2055617,804217,300060,3463571,4258334,49898997,12665763,2724707,6237313,2778061,5372159,1544502,1457290,2928243,11963109,1278091
2015-04-13,950963,1210324,183983,3358215,4588769,55031113,15048706,4514183,6253765,4383553,9586125,2165498,1640356,3565295,19350728,2036344
2015-04-14,1157399,1302477,413378,4811404,5339667,42601075,13929846,2679312,5173327,1616919,8302340,1825405,1634585,3605107,16817841,7499025
2015-04-15,1296832,5697874,352065,4377762,5263636,40254654,13210578,3604556,5099298,2105304,6205471,2105252,1701919,2056184,20192807,3331554
2015-04-16,1000803,1718200,198272,3873853,3525298,55057686,17461205,5812782,3954322,3649816,8075479,4905140,2473835,3412724,13665046,5532566
2015-04-17,1274289,1226503,81483,8683455,6357578,76687966,18805187,7136444,5455996,1460834,6579601,1775666,2694453,4007509,18112099,4099580
2015-04-20,1289415,1002802,419314,5355793,5766826,28811270,12557398,3272126,2639416,1485276,5504194,2544130,1223598,2936164,11383209,2250210
2015-04-21,1522674,1305449,192795,3596594,4899887,33309127,10696752,4160438,3518330,1070938,6591975,1440222,1049239,2249206,7730207,3446374
2015-04-22,916429,762762,87753,5575238,6964291,29271870,8776102,2620028,3485971,949225,8746001,1113862,1264002,2961089,15715876,4614991
2015-04-23,1483934,1057849,245639,4893032,5565425,32056529,12240668,9728738,2529096,3101511,14776777,1158725,1500018,2869726,21138093,5003838
2015-04-24,837747,700567,99421,4009959,3814563,44030105,11090308,3191830,2325572,1294915,11195512,3727545,1656990,2260329,17237963,6570503
2015-04-27,1595563,833549,194171,4969123,4219638,41819295,18320601,4031715,2497977,2060780,12459421,3432655,1398324,1991549,16363924,7844085
2015-04-28,1602004,815535,161770,4534159,4542334,32442123,13769240,4030101,1672389,1006270,10173083,1525624,1471241,3042783,17506218,6635180
2015-04-29,1313249,1774027,169040,6559412,7057835,45752880,19465541,8521706,4338575,2395114,13378925,2010919,1499621,3348579,11768844,5723805
2015-04-30,3328573,1166456,270536,8564574,8707850,98330169,27726483,10081851,3260382,2360714,10317751,2658970,3507808,2689056,18481769,8942870
2015-05-01,1357164,2015361,240455,3895734,4986647,44928908,28710222,3028402,2237677,1293089,5446168,2094200,2395410,2449768,10869561,2408461
2015-05-04,1651932,2095204,237410,3256866,3948474,31314266,18863115,5637278,2079048,1934376,4880471,3023665,1632599,3496802,12034030,5175832
2015-05-05,1481227,1615291,145561,5316273,6125799,38738669,21317434,3793243,3648206,2219486,6686911,5563902,2119915,3078552,17375085,4861350
2015-05-06,1566004,2812448,224217,7534180,5334499,52439672,16573462,11252299,3003799,5736594,5713629,1922022,2473978,3577559,21658837,10382001
2015-05-07,1986235,1007460,146900,4142787,4020971,44347001,17710575,3476614,3273167,2478317,13065354,5866978,2913722,2829590,13959408,19278606
2015-05-08,1933601,1711561,160103,5529586,6177975,56822757,30634352,4433232,3405461,1955144,7365276,10555819,1869915,2422395,12731741,6989228
2015-05-11,2984888,1494339,194138,3753561,3889306,34705391,14535357,4428605,2663594,2117777,5699749,6195114,1196969,2423803,15873971,12062541
2015-05-12,1394866,1241232,258479,4742796,3609777,38432527,12054237,2657409,1992882,3322262,3914667,4722565,1216155,1353760,10355355,5013037
2015-05-13,2441612,1246938,123315,3851383,3843700,41156732,14542797,4246315,5906176,1976315,9182909,5840023,1456467,2114766,14341100,4794089
2015-05-14,1796941,2321908,185024,4921430,4688577,37071444,18271740,5225262,2467699,2330305,6504941,1938165,3943147,1709768,13903725,3018528
2015-05-15,1047478,2034862,164212,4522151,8141761,40940652,14671763,2026823,2812368,1926157,5681097,1371439,1761754,2479296,11365829,3464643
2015-05-18,863865,1773477,187224,2890503,6239996,35675332,11873630,1669881,1581374,1510247,5590213,1981169,1327108,1282266,15804798,5395399
2015-05-19,1664380,1463252,247751,2766587,4245449,32065337,11406636,3208799,1488451,1013139,6907392,2309446,2374620,1476105,14238289,1656689
2015-05-20,1584131,2551101,196107,5080776,5180679,37659249,13862686,4167974,1855418,1223946,6332496,3117844,1183785,1658303,12807910,4044914
2015-05-21,2652588,974766,98964,2724231,4398464,27575693,11439465,3203360,2285438,1101583,4521651,1000396,1003994,1454253,11245304,2266438
2015-05-22,1086983,1452212,171557,2357025,6122786,37907045,12172854,5490267,3410572,2768621,5743675,1410397,1998030,1895143,28441442,3869348
2015-05-26,2774957,1366939,232550,5529694,4690694,51008619,20327361,5557483,7194749,1820868,12013574,6945982,1958560,2632752,32106302,5178001
2015-05-27,888691,1392367,150898,3588152,6062864,35464679,17786132,5387100,4750914,2262303,9556721,3672871,1432186,3320915,19632319,9259633
2015-05-28,1298906,3380418,354907,3660851,4267906,42689075,12744714,2876398,6429052,1127477,9235091,1339571,1488404,1681646,17384555,5407984
2015-05-29,2780256,1347675,103941,4923650,4667272,59462243,23778844,5038686,2796558,1640056,5981035,2811315,2099231,2196902,19960257,9755565
2015-06-01,4327305,2012975,105032,4349016,6865426,52509734,19068919,3574337,3872786,1679787,5919086,2912416,1719870,2488009,12426582,4424559
2015-06-02,1830416,1085513,279785,5106238,8349244,42331686,14239073,4121659,3103502,1940815,4579828,1415239,2179913,2470930,16040491,3656109
2015-06-03,3413107,1091185,205938,5481944,5214433,39291397,21307754,4326451,3247927,2903564,3298683,4547520,1708116,1663021,13543321,5464445
2015-06-04,1907881,1296652,129177,7312454,6858579,46637320,17187413,6531586,1096693,1681021,8585634,2488614,2175365,1852683,9522176,5485275
2015-06-05,1619045,1161407,154003,5228735,3674590,51982787,14624092,5064277,1589150,3291708,7234573,3222669,2429336,2983910,14139761,16024788
2015-06-08,1289705,1448986,73384,4380541,3994241,34008201,14676977,5884095,1589541,2370125,4729939,2043216,1998033,1539348,10728927,4495120
2015-06-09,1206678,1221809,105329,4722423,7786474,33384139,13114561,3986282,1708801,1611568,7717845,2130503,1768754,1465327,9732203,4067608
2015-06-10,1491244,1223425,113695,5480858,8132337,64828098,17291633,4819448,1771901,2759753,11916942,3059671,2284229,3171353,20744554,7317313
2015-06-11,1539634,719085,100957,3714802,4166598,33807975,20555098,18243906,2735623,1449408,3651204,8741684,1589342,1839419,16610190,7811449
2015-06-12,1365918,3527765,108415,4566750,2522273,40975874,15305805,4336295,1331425,1423663,2936418,1750108,1072677,2112862,12556235,9042017
2015-06-15,1666570,1343849,122085,5502666,3888064,34097030,15121129,3147983,1225068,1233488,6110058,1505957,1222363,1447917,8784258,4993951
2015-06-16,1309857,577092,97894,3276912,3658092,33605930,11991184,2655619,4480010,1072882,2609015,1313539,1386260,2231842,11160566,4948881
2015-06-17,1895671,693925,154556,3650922,4886735,70505902,17100713,5321473,2345857,1214746,5698710,2294492,2838913,3625786,9124768,6648982
2015-06-18,2917418,1668471,194517,6542767,5014602,60019026,24587297,9981095,3077995,3737573,5568927,7954179,2078773,3870973,16166551,13652796
2015-06-19,2048458,1648645,235402,3964046,3249483,55891699,15281921,3915136,2218254,1684296,4849602,5561340,2080984,1882348,17584005,8316346
2015-06-22,1173800,1015161,137746,4048305,2712212,45009751,28716940,11568745,1463676,2565432,4792843,3342377,1501676,2002366,9189223,15299983
2015-06-23,1339035,630542,76832,3116753,3632200,40579117,13661348,9751121,3066020,2758662,7717838,1337723,1035942,2385832,7516644,3305040
2015-06-24,1527811,2268051,83016,4328936,6361044,56107139,21326501,14108433,1288144,1239458,7694505,1802536,1258342,1574807,7790711,12422710
2015-06-25,1222025,887301,55605,3602699,3330788,33663820,16402849,5439462,1619653,1392643,4388680,1628915,1289966,2304087,10489569,4368420
2015-06-26,1054938,550667,185071,4855548,3171118,34721454,19240832,4971151,2501346,1371354,4938783,1785541,1039008,1606643,10564531,4995487
2015-06-29,3278938,2299117,705252,8888666,5722929,59610844,33747138,11704655,3847631,7558523,4726463,4065382,2437014,2413307,8477659,7630416
2015-06-30,2159465,1582618,381839,9149750,4001068,61266600,32195358,21530438,3134442,4559777,7609954,2861157,3844626,2502117,11613457,18675888
2015-07-01,6010318,3885364,202040,4135129,5768794,38622342,31824847,4002422,2376725,4701295,5851520,3208536,1558808,2076456,8871896,9485244
2015-07-02,994614,1855030,162731,4008581,3540995,34085776,20988505,5942306,1742607,2187508,4215060,2048402,3423666,1152800,7634540,5410390
2015-07-06,1107991,2304875,282751,3748675,3439698,66892535,21103822,9114959,3148686,3834406,5903953,5061996,2279840,3216915,13511615,8065043
2015-07-07,2502487,4409526,242401,7783801,4431368,100698454,36633365,16279073,4170553,4712481,9099526,3465823,3341847,3646206,17936338,19014486
2015-07-08,2892899,4364007,114558,6849409,15294266,93898992,32728237,5997996,6593071,5037432,21239475,4224813,2772081,5894225,19533023,18227607
2015-07-09,1932808,2278443,77239,4581356,10462555,72889004,19963367,5060003,3927151,2196966,8220922,1647887,1741430,2583607,9723605,10999264
2015-07-10,2163693,1117924,170066,4504366,7619532,64726560,28190421,6892344,3378189,5880001,7391954,2899745,1562393,3211303,13471452,10427648
2015-07-13,1938311,2425456,548899,3873839,4819969,43846188,14287574,8777337,3828248,2972638,7612359,5501287,1551183,1782540,10493878,8676217
2015-07-14,1441422,867168,239425,2757062,3020694,30252213,19816184,11098849,2675967,1594835,5987229,2881896,1325345,2314886,8421759,10317635
2015-07-15,1781385,914516,225302,3407912,8595519,44039354,14709628,5302054,2108681,1046569,5688922,1785506,1209967,1710165,9739612,6673639
2015-07-16,1294775,822375,99200,2495097,3657029,36217609,20763405,3854521,2012851,1973541,12635569,2790067,1498350,1922167,8277793,3486321
2015-07-17,897639,938200,81924,2762340,2517794,35714808,14773593,7178126,1312068,786479,7431509,1274547,2294424,2468685,15111520,7952675
2015-07-20,1245077,2006164,94427,2961630,3369029,31706957,8767834,7975357,1135836,1259022,6649417,881233,1480457,1952364,11868382,5608146
2015-07-21,1191503,1044558,81887,5026714,3195872,27625403,14081762,7407024,1127772,1402499,6860550,1644005,1208976,2005029,13044188,7284959
2015-07-22,1099960,2034141,261001,3811491,2818978,39326826,10181742,2090974,1369805,829578,5262540,1265762,3345613,2064575,11088660,6695226
2015-07-23,1021367,6627699,173410,4968571,3751487,42787708,10900912,5575021,1782938,1475986,10277043,2923323,3427466,2022373,27428615,3699661
2015-07-24,1192475,1264790,72640,4591323,3861576,55194159,13709434,8472333,2177659,1296696,11289457,1101177,4852018,2234460,26799668,4369623
2015-07-27,2665995,2407206,65828,5370195,5321301,73051830,19026064,5674246,4025914,4854042,13559926,2041901,2897317,2187128,19688619,3331601
2015-07-28,1873240,2157397,104597,5625920,5498008,49701293,14788087,2554110,2598009,2062909,8030312,4096010,3867881,1729451,34416142,4281339
2015-07-29,2273525,1239665,168461,4175936,3810887,61119894,15938934,4818698,4016531,1550949,15317719,1401520,2028423,3209907,15882125,11091881
2015-07-30,1959020,997517,122719,3658968,3466497,44051375,17496685,2613564,1581140,1334279,8022713,1528387,2381268,2204684,15562348,4848423
2015-07-31,2084323,1807464,32189,4483781,4387373,85020490,20646870,7146013,2874466,1391734,13559442,1615465,3297513,3134726,12640406,6340290
2015-08-03,2563943,2939046,151073,4530494,4726674,45674666,25131584,3682903,4556723,1533089,9955544,2705080,3102038,2307848,16065311,4110171
2015-08-04,1659909,2741323,142154,4055667,3099305,38618375,13358994,1785227,1546850,934637,7206543,1999463,1994140,2009965,11226481,3439249
2015-08-05,2346582,1415233,116018,4565463,5377718,30785329,13602735,4138349,1685569,1025564,8207029,2238797,2365511,1637170,9852879,10884176
2015-08-06,1038142,1767144,52365,5374136,3783723,42182275,12451303,2014885,2312899,734988,10294744,1093614,1680120,1640586,20564198,2283716
2015-08-07,2154749,1940404,192253,6158423,3781122,37027158,14351218,3123083,1527917,784683,6811446,1326298,1811850,1461522,15016836,2829083
2015-08-10,1280227,2061632,66376,4504031,4118150,43071886,13702884,1800276,2536731,1093885,8244097,1587728,1624601,1368216,17055490,3296617
2015-08-11,1537300,1092352,98818,6761080,6368934,58642542,15705818,3926564,3082553,5444295,12574262,2941461,2719147,2909997,18380023,5575160
2015-08-12,1563891,1831901,125117,8825602,8349756,64539958,27756584,10962551,21285330,2944692,24219461,2045397,3056317,4989693,18722106,6341629
2015-08-13,1571743,1304423,124820,6562745,3914142,58165632,12709558,6823080,4955400,3826217,8280468,2160061,2093158,1656387,21359167,3485943
2015-08-14,1890482,876075,53064,3512236,8278043,35715206,16930139,8624898,3174485,1679770,5208149,739577,1003428,1287593,7606267,5076428
2015-08-17,1387062,1824407,80048,4055384,4539267,42609469,8885624,14334742,2095862,471446,7519966,1592537,1189285,2003968,10515856,2122689
2015-08-18,785393,1641335,60045,4050444,3057997,42639480,10943768,4347094,2026587,665877,14833410,1569758,3244299,2678555,21191433,3164465
2015-08-19,2184876,1718482,93278,10988714,5980867,112308575,16573305,12362697,5784671,1385549,14111806,5478211,4043057,5250186,23627749,4870600
2015-08-20,1044230,4386192,183529,11603567,9323747,115077192,32142094,9200092,5541971,1566353,10666956,2430204,2711989,3664856,14925885,11811095
2015-08-21,2443414,2750650,256127,18834296,16442153,125171308,45417510,13703913,6701529,3531659,16421166,4850498,4464275,5436055,19421104,6813012
2015-08-24,5440205,3776878,478547,35033327,20822452,216941172,62225763,20486815,16996901,6996153,32545400,10929409,10010181,10228873,28642920,15007985
2015-08-25,4069990,3132687,316614,19276356,11477985,134195424,50160551,11651303,11335904,3896828,23992495,7014658,4723104,6126275,18898543,13192841
2015-08-26,3994218,2180666,372544,19730736,14694433,130378371,49038669,11292108,11102373,3184052,20825163,5492847,5692458,5400261,21776581,13254780
2015-08-27,4041116,2094792,186102,15200240,11799946,141305094,39932267,9828805,10093302,7536464,15374618,4788331,5290517,6680931,34603475,12014847
2015-08-28,4774631,6212793,210731,8008284,8822128,67741867,24030203,3505740,3885977,9683754,10683209,6116451,2549171,3472443,19167426,9274047
2015-08-31,4145627,2227624,227249,6359123,5366673,97267835,35624522,8330827,5414968,3214956,14070233,4756701,3340789,3496134,19158119,5057503
2015-09-01,3386037,2493205,135317,14257434,12486209,83008098,42060317,4629695,6027101,3356280,12320824,4175638,3828142,5010415,23334669,8509823
2015-09-02,3442041,3646344,83473,8255352,7828168,53917933,23057574,4485524,3930368,1985705,12137907,4628728,3373566,3172004,29216694,4050849
2015-09-03,1935044,1685784,94022,8022758,6351695,67138516,23167243,5545077,3178270,2163307,6776431,12555799,2807400,2534883,26875251,8798783
2015-09-04,1748062,837725,121245,8643661,8330791,80434216,25727103,4684023,7051820,2679269,7638426,5920382,2433506,3083426,19077576,8769315
2015-09-08,2130292,1277873,125978,6768849,8023838,53271783,21191070,4994856,4275636,2094048,6378406,3403594,1748869,3127316,13352651,4097566
2015-09-09,2891414,1916981,180770,7830921,9245276,56329921,29179743,3032616,4599488,2048558,9196457,2852670,1579716,3942655,10458805,4540726
2015-09-10,2564332,2398227,66398,8286261,7854149,48754928,19949286,3623155,3762892,6735534,8156697,2301909,1839465,3981720,23668342,15515317
