Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2008-07-08,326400,1581000,3500,30452400,23700,88165500,13809300,516200,6459400,135700,13615900,1015800,5469600,4043400,19954000,638600
2008-07-09,391700,2095100,600,24054300,15300,87725799,11975700,712000,3632500,174300,11153400,859100,6107500,3211000,13949700,2011600
2008-07-10,562600,967000,2400,32440900,1900,79683801,14534400,818500,5784200,197100,9772500,467800,6529100,2620200,21179200,2705000
2008-07-11,478100,701500,1400,35083900,11300,72942300,15024500,1209200,3565300,252800,13131300,674800,7430100,2601100,18143500,750000
2008-07-14,359200,444800,500,25699400,6500,47522499,9150700,1067600,4162500,353200,9332000,905900,2946800,1289400,12984600,1907600
2008-07-15,433300,2915900,3000,39737500,8300,4379001,21547100,1342100,6230400,1032300,16245800,766800,6922400,3574400,1942300,2048000
2008-07-16,485500,1379300,2500,29985600,600,72794601,16201800,903900,5314600,194500,21465600,1123200,5518000,3204000,13295100,439600
2008-07-17,488800,1858000,1000,35190200,6400,88751400,13884000,1029000,9896600,1280900,24860400,779400,4984900,2990900,14344900,844400
2008-07-18,423300,1242100,800,19162600,200,46688601,14035800,868300,4150800,58400,12487700,1094200,3553500,2071700,12296600,798600
2008-07-21,319400,1044600,600,15881900,200,39289200,9133800,932300,3698500,87100,8211700,499600,3537800,1502100,8911300,406800
2008-07-22,302800,1410700,3600,24345500,4700,46531800,9600700,746800,3680600,585400,10491500,2027900,4968300,1712500,9336700,571200
2008-07-23,405500,2742200,4100,24230600,600,45664899,10134100,373500,6187200,43800,13651700,521500,2338900,3156200,11535700,338200
2008-07-24,320100,1369700,3800,22238600,500,30550300,9513400,1715900,5651100,79400,8516700,641700,3507600,3246400,12862800,767700
2008-07-25,343800,751000,1100,19231900,1100,25435700,7790800,725100,3170700,80300,9863200,361800,1618300,1792200,9349600,208300
2008-07-28,458000,827400,1000,15874900,600,22600900,10963000,899900,3132800,73000,8041300,614400,1638600,1652700,8065000,1875600
2008-07-29,279100,1725000,6400,16988300,700,26368000,10241700,663400,2504900,279000,11908900,567300,2746900,2203400,8222900,883800
2008-07-30,403200,1343500,15200,24061100,8200,35356200,14192400,491100,4933600,679200,9232200,1237200,2635800,2957400,12259900,125500
2008-07-31,521700,934700,6600,23430800,800,53479200,10745100,1984800,3408100,66900,10271600,349000,2082900,1590700,8645100,488500
2008-08-01,331400,772900,2200,19965500,2500,35071800,11735000,1786000,5967800,75800,8394200,306400,2202200,2037300,9205600,281900
2008-08-04,362100,1631700,2300,15872400,2100,52272900,7837700,1203100,4442400,150000,9149200,945100,2748500,3100700,12467300,168200
2008-08-05,484400,1588900,6500,22804200,9500,41348100,14196900,1727300,5928800,195200,7692000,677900,3009600,2700000,11718100,252200
2008-08-06,454800,1373400,1500,17540600,1600,31769500,11094500,2392900,7393600,32400,8385800,475600,2443700,2891100,8762100,1198100
2008-08-07,391200,947000,1000,17507200,1300,36239900,7448200,311700,5053500,261400,10869400,485200,2002000,2145600,7902100,574800
2008-08-08,351100,1308900,1600,29781000,26600,48795700,10521800,1187800,4069400,254900,8201400,3361700,3394600,1393700,7013200,161100
2008-08-11,460200,822500,3700,22005700,1500,36637300,9883800,584800,2249200,183800,11354300,1233300,2472200,1607100,14001200,253600
2008-08-12,385100,705100,1300,20766400,500,36468900,9453400,820100,4081300,195500,6432700,1413100,2312600,1844600,9841700,1545200
2008-08-13,300700,657900,5600,26835600,2400,48388600,11802100,2160300,4843300,177500,8705100,250500,2025700,3534900,10868900,1116200
2008-08-14,417800,569100,7500,24341400,3400,32378400,10210300,710200,10673200,248200,6277200,332700,2377500,1766600,7437900,1660500
2008-08-15,333100,904800,10400,16382000,100,35772200,8599800,651300,10270900,162200,4163600,404200,2134400,679600,9174600,171400
2008-08-18,526100,626900,55300,23017300,1600,32622700,11414000,264700,7581300,44500,6502800,318500,1446700,1597600,8692300,190600
2008-08-19,284300,1380500,900,18783700,1300,48267400,11777100,1094600,5577400,144100,14111500,689100,2330900,1604500,11109500,264000
2008-08-20,276400,881600,2600,21215300,1200,38404900,12393400,981300,4511700,421200,8713100,306300,1742500,1043000,9167400,193800
2008-08-21,361700,969100,3000,16481800,5100,26810700,8922000,804400,4306100,63900,9329700,744900,1669100,1979000,8165500,245400
2008-08-22,497700,448300,1600,17914000,700,18966900,6536100,407700,7146100,178700,11381500,483800,1173800,2515600,7403000,201900
2008-08-25,267800,453400,55900,19061700,3000,28025100,10606100,317400,4006100,61200,7891900,404500,2165100,2243100,7578600,426500
2008-08-26,634300,779800,4100,14210300,0,22969200,7643300,615300,3903200,420700,6379900,764400,2801500,1978700,7761500,142700
2008-08-27,334300,519500,300,15030100,300,28041400,9215900,157500,3848900,134500,9348900,284500,1478700,947700,7010300,368800
2008-08-28,372000,539700,6300,16264000,500,27920500,10081500,943900,2666100,66200,7194400,354300,1143500,2351700,6939000,211700
2008-08-29,693100,419200,3000,15764000,2400,25432200,10033900,435100,3486100,32500,4526300,327800,1055900,2584800,4670200,182400
2008-09-02,1048700,1213100,10400,23922200,1500,42556900,14607900,376400,5351700,168300,9646500,725500,2038800,4505500,10918900,240700
2008-09-03,391700,1363300,700,17615400,6300,58216700,10477200,480000,2385300,2439600,9290400,3438900,2109400,3907300,11879700,157900
2008-09-04,335000,915000,2400,34555800,2500,67773700,15879000,1067000,7719900,827200,19185000,1286300,3785100,3459300,18206200,193000
2008-09-05,667000,618900,1900,30577300,1200,53911300,17223100,1274100,8753700,615700,19631000,1472700,3114100,3292700,17712300,735300
2008-09-08,852900,562000,3400,36311200,2300,63065600,18931600,1605200,4541400,540600,19966800,1196900,4624300,6634100,23388300,1253800
2008-09-09,540300,1047300,1800,30334900,1300,69400300,12470600,1174800,3856700,498500,19575800,803800,3202000,4583100,21705100,130600
2008-09-10,511700,819700,4000,32944000,2000,71194500,15006400,904400,3425600,173200,18132700,486700,3147000,3326700,23733000,137300
2008-09-11,371700,785700,2300,33572200,600,3048200,16491400,1269400,5471100,166300,14829300,713500,4127800,3695400,21979900,199800
2008-09-12,514400,611200,1800,27876800,1400,80093400,15799300,1098600,3399200,158400,13726900,601100,3242000,4087100,22122000,487800
2008-09-15,386400,596200,2200,43446600,1100,1216800,30840400,1332600,20201400,244200,12468900,689000,4960400,3649900,28876700,1716000
2008-09-16,672100,1127900,4200,47530000,14800,14359200,26066000,1896400,11062700,160500,18499900,1324400,7354000,6712200,30686100,534200
2008-09-17,707200,965000,0,53583600,0,48790000,29853400,1276900,9024400,321000,26808600,1880000,9155600,7081100,30775300,405600
2008-09-18,1016800,963700,12100,64832200,2500,51584100,29713100,4608600,10959100,1828900,28175100,2677200,5547800,9634900,28786300,681800
2008-09-19,1983400,889000,19700,18958900,6900,48409200,37538700,1588600,8357200,147400,24399900,1863300,7197600,7125400,27233500,826500
2008-09-22,1718700,1453700,2500,21702800,900,7890000,27095900,426600,4781400,264900,17881000,826800,2861900,4405500,20037100,546300
2008-09-23,435400,607800,11300,24790500,2100,70347800,14790300,792400,5412700,172500,25559300,580700,2972100,4207300,20937600,292800
2008-09-24,2371400,1131000,7700,20407000,5300,56731300,12647800,301600,2473900,205000,10568900,476600,1717900,1581200,11807700,279100
2008-09-25,620200,878300,2700,27080900,4900,96023200,15498700,495200,3412200,144300,16976900,568100,4772600,3757500,15815600,241700
2008-09-26,471100,418000,10600,21590900,2700,54471700,22428100,962800,4834300,55900,7805300,1361500,2876800,2116000,13660100,197400
2008-09-29,724000,678800,13600,34523900,4700,17539200,33162400,837700,13101000,214300,21119900,1001500,3803700,6008500,27943100,621300
2008-09-30,652100,1112000,96300,24230400,2300,74137500,28883600,905500,5228900,159800,17231600,1796500,3056300,4040300,20920600,531300
2008-10-01,799900,565300,18100,22474100,1600,65378100,22336300,285600,5713200,126600,21177100,1041900,2077000,1954400,17040400,572400
2008-10-02,389000,991600,2900,19311300,300,75907800,22753600,1083100,6066600,94200,11793500,1090000,3282700,4794300,20969500,176800
2008-10-03,500200,1611600,24400,29758800,2000,83415200,33202700,606200,3733200,305500,20811200,721000,3739600,4749700,28021200,395400
2008-10-06,798200,2117300,21400,49397900,3400,53360500,49558300,1262100,10168700,624100,22626300,872100,6446700,10392300,39977100,734400
2008-10-07,816600,1590800,13300,37857900,8500,12084100,36336300,903300,8490500,308200,16362000,999400,6517500,6109600,34182300,646900
2008-10-08,805800,1120100,8300,50324000,5300,30628800,41179900,1076100,11299500,114800,27668000,1222100,7790200,11422500,41394400,731400
2008-10-09,940600,849100,3700,43599500,3300,24700900,34105600,839100,10941300,144200,16457300,851400,3960500,4700700,31495900,1108200
2008-10-10,1557800,1858500,30100,56848800,2500,76173700,54982300,1487400,13579100,412500,29006600,1751900,5735600,9054500,34613000,1711700
2008-10-13,873300,666100,2600,42249800,6100,57749600,53440800,688100,7025900,104800,28915300,923100,4363800,7902400,24644700,1016800
2008-10-14,741000,1047500,10100,45654000,200,49403400,41118300,1663700,13842300,122300,24953500,932300,5855800,6452400,32673800,683800
2008-10-15,677600,748100,100,34283100,4100,46803400,34907800,898900,5943100,313000,13593600,942900,3989000,5959700,28783300,1228300
2008-10-16,482700,949700,3900,59524100,2600,67358400,42999800,922400,8186900,349500,19043900,1111400,4166500,7261200,31504300,562400
2008-10-17,566600,1005100,1900,43258200,5100,15331400,30573300,662500,6206800,288600,19927700,1042900,4563600,4962500,27189700,387400
2008-10-20,537500,511100,12600,33735700,600,76196500,27362900,773000,4792700,208200,12238100,572800,2360500,3734400,21425100,409000
2008-10-21,568200,441500,2200,25926200,9700,82225800,32001800,506200,4605800,276900,7417200,501600,2322900,3508800,18873000,363500
2008-10-22,666700,643300,11600,36042400,1100,54044600,29810400,795900,5820100,106800,17225700,632800,5527900,5442000,26193800,257000
2008-10-23,833900,818500,1900,57445900,11800,47413700,33398500,1171100,6690000,147400,25395000,897600,4354300,8519600,26419600,456500
2008-10-24,400000,722400,1300,48656300,6800,62329600,32604900,937000,5971000,38300,21847100,877000,5719700,8424000,27175000,367600
2008-10-27,675300,710200,900,36218700,7900,38373200,31382500,2690800,6555000,156100,18419700,1393500,3200300,7839500,19597300,441900
2008-10-28,594100,605200,1300,52017500,3300,92992500,39834400,3887900,9195300,126300,24894900,804600,5912700,11755900,27493200,901900
2008-10-29,597700,931600,6800,48111200,300,50846100,33719100,1601000,8147000,152800,23476400,681200,5820000,11235000,27490000,678300
2008-10-30,358600,708700,300,41799800,2000,74314400,30096700,948100,8160300,107800,15829000,739500,4538100,13001900,28312400,248400
2008-10-31,732200,1045700,1000,38874500,1200,58337100,36783400,811700,6910900,56500,13478300,947400,3394100,5066400,19166300,377000
2008-11-03,613400,978000,1200,17655800,20000,71728200,20094000,857100,4062800,61800,19112200,842700,2647400,3239300,12773300,290400
2008-11-04,517800,1197800,32600,25012000,141100,33620000,28951300,946300,5761200,212000,15834300,891200,5003800,3788800,23859700,709900
2008-11-05,612300,756100,3200,28568100,150800,46930200,29302300,468900,8904500,126700,15028000,554300,3610900,3879800,24730300,1189800
2008-11-06,515900,800800,4700,42262300,130200,45795500,34853500,574100,10485900,67400,16953900,422300,3821200,4734900,24701700,288700
2008-11-07,878400,1248100,3100,30376500,137200,42527800,26708100,760900,3559100,173100,14518700,1436500,2987900,4049200,21955300,274200
2008-11-10,424315,438105,11292,23700638,19010,96125017,25589970,643198,4060284,210353,17011353,473924,2177184,3810114,18616837,89529
2008-11-11,402449,873852,2627,31468538,7876,128590208,34095081,336967,5718899,153038,16269253,1014328,3109496,4427602,19791229,1040228
2008-11-12,823298,978068,2000,35844592,1571,182274829,35248801,412306,4672202,76269,19637470,614133,3410857,7315468,25329665,1236671
2008-11-13,523763,1126302,4550,64436473,3393,241242386,51117982,509839,8309657,358081,23690836,575953,5662787,12508017,39343868,414317
2008-11-14,546005,486707,405,45091365,6841,180106707,48148052,367286,7055360,239710,19378796,322972,3771608,5916236,25918522,484581
2008-11-17,407470,554569,1142,38188141,12574,118846233,30056917,388868,7203435,93920,17141910,975684,2019959,4689139,22620026,223144
2008-11-18,414903,1750388,500,42208429,2937,111382882,44628001,348832,4430167,98078,16753891,321096,3107533,4017268,20862810,363043
2008-11-19,546491,912777,419,49780346,500,155996224,45216022,937576,5991164,71263,21688809,886376,2874779,4327808,24725650,379771
2008-11-20,826106,926162,1551,77925120,3328,244593250,54184191,688975,7715489,548936,23591687,874706,4530365,7061501,28868723,1310034
2008-11-21,1015122,591207,7476,91699576,9182,248688119,49796930,621701,7300054,163392,18934486,795380,4919610,6158630,25033585,495393
2008-11-24,1523947,1225053,883,48472861,6752,188104021,41988417,1322904,8788317,197618,24600510,534529,5020201,6189924,29872787,994803
2008-11-25,1049802,731360,1596,44575009,19696,133691997,46001947,417415,4370908,128793,15411356,784470,3403689,4563265,24583066,2060711
2008-11-26,859476,1003892,900,29793952,6227,120738604,34099881,687911,8059172,117355,12237318,689647,3917978,3719301,19281172,1039982
2008-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-28,294762,405988,0,6958730,100,36654566,17630455,159988,1540944,19913,5260961,505785,1345258,1574259,8022076,1122970
2008-12-01,604083,548539,1966,28021891,148565,138664794,50271942,424387,8708808,66317,17775083,577684,3769452,3943186,21376820,644242
2008-12-02,641539,849096,1283,29387262,111532,112480876,44399002,448419,4927848,60122,15322988,809840,3546740,2896750,18171222,273805
2008-12-03,583257,1077176,2848,49781749,120925,93150391,41980333,293613,3777163,1449062,10901372,2290355,2519192,3081346,19487273,349594
2008-12-04,713895,1102090,160,40461226,113075,117523397,41836400,322706,3481366,353795,13559585,1141560,3848126,2166474,16327797,345646
2008-12-05,616391,1966514,4506,43494076,105552,96683658,41084180,573646,4466080,397290,16479894,1001634,3763574,2729453,18524072,217620
2008-12-08,653528,1253032,3477,44116087,10847,122277327,46281977,508262,6487079,152428,9200800,964859,4444393,5998976,24357140,343811
2008-12-09,762004,1201348,5430,34191491,12609,103924374,38618924,366935,8290213,171761,15506219,829083,3083097,2792617,16124559,819659
2008-12-10,810005,1485749,650,32158650,11125,100969420,40155949,704509,4838206,155643,11885406,383145,3296787,3756260,19235951,992552
2008-12-11,682088,2210628,727,26305857,4239,112768664,36845421,509586,5314219,120106,11229854,458038,3474698,4185190,22452843,251359
2008-12-12,679711,1068139,2031,34298419,7712,98495822,42760661,588479,4313400,129153,11637127,1051902,3206093,2711912,14500071,317485
2008-12-15,500963,1382335,1812,22947252,2434,67469763,44527628,696514,3352872,216348,7485709,1277538,2641032,1571340,13770860,404125
2008-12-16,670734,952879,1662,30326031,7945,146609416,47026902,1267822,8099500,132380,14252965,529468,5108915,3990559,22589800,292596
2008-12-17,936793,1795090,7331,22496738,23747,97667150,45441053,699106,8098432,130424,11885284,1552533,4719828,4101223,18871467,1515518
2008-12-18,931072,2647523,956,26048462,4801,92867854,42315126,568957,3563442,86510,14702039,902106,3764591,5572889,17463103,248568
2008-12-19,829657,2509615,4695,19708568,15318,56423396,38355918,682291,3013370,218500,7558041,604999,3971432,2350480,12716774,177439
2008-12-22,1490196,3788038,5694,20397156,22871,73538425,36928220,503245,5172992,48373,8475820,637138,2057899,2453659,14906655,317140
2008-12-23,774103,1340082,49092,17186993,15611,70302431,32562507,442412,4506235,67007,9577503,980502,1483285,2917951,14126530,624127
2008-12-24,491497,520503,2710,4161416,15268,29364349,16114590,377955,1450689,48088,4637887,413595,665304,579069,2668271,211103
2008-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-26,467221,515638,6048,5294777,7059,24741148,13297519,214495,992446,138367,3600357,450267,651879,1009120,4120373,358293
2008-12-29,613945,1247398,12117,10404886,8528,36271781,29150028,1084690,2001270,194658,4887193,468713,1467383,1833664,6400586,253020
2008-12-30,570294,1078872,6794,17772890,13122,50083844,28477509,370690,3067852,112211,5066570,540593,2047824,4429350,7234575,404745
2008-12-31,612055,1143648,2653,18708057,2097,44816127,26881175,825959,4151573,454445,4008281,1016342,1545819,2017072,9452904,454957
2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-02,484596,808740,2580,24577617,653,69504812,21936529,372629,2811460,277250,6057047,1083771,1327484,2926045,9944231,360722
2009-01-05,3306323,1221830,2148,25625085,2838,64790022,27957771,788096,3235368,190050,12785126,3270948,2810234,2729265,20832866,475894
2009-01-06,670148,1047154,2585,37269206,3934,67980552,23289421,471677,3302912,644994,9914780,1747834,1962705,2974054,21318883,458361
2009-01-07,1222710,991674,7957,33167236,23486,83200771,23943788,681516,5246892,232520,9176325,632202,2600679,3523024,18219755,176293
2009-01-08,1616257,1206985,1000,23643326,2579,56783857,19883776,500279,4439872,120961,12511024,628682,2532538,2847001,16616583,929535
2009-01-09,1137563,671970,1520,24497391,713,103509112,31773474,684403,2774984,121510,8896330,527569,2199179,2215120,16142519,2921006
2009-01-12,774326,701489,4727,22625515,2083,65283448,28816354,301894,3150200,55008,10198562,413416,2599999,2514793,19883898,173044
2009-01-13,585591,553654,6582,29853274,100,55003100,29424050,298837,4004831,138183,9567578,362185,3121793,2750865,19469795,232825
2009-01-14,951863,699950,1053,38889236,10550,103438612,37268348,460098,4828835,47861,10084275,748074,3506689,2470244,26698810,277921
2009-01-15,1047367,880493,3460,44229026,3090,113911856,42044430,5349538,6120444,188595,10329123,959566,5114711,3354487,34128146,465376
2009-01-16,608700,1184883,21875,37630299,2767,79520707,39032488,579113,2871306,87089,7688128,491082,3197117,1827846,20525820,521582
2009-01-20,663089,699506,7029,36926817,65890,126067089,58657213,797853,4343980,278669,10732071,948223,3480571,3186994,23153368,635872
2009-01-21,621118,956598,1765,34839291,731,103794249,48048198,834243,3723737,356906,13578049,1535281,6964107,2642031,19971362,213691
2009-01-22,446723,1468912,600,40166235,120,83312070,40891373,552839,3857635,88555,8290097,985989,3654669,1560350,18921975,296445
2009-01-23,577941,1804278,1553,44704044,3500,77371009,37917490,570278,4922072,146488,10201918,656264,3621354,2193238,17179041,177187
2009-01-26,550718,1223532,980,28919910,5339,67314554,38347776,415831,3666404,25129,8070224,563376,2046795,2281402,15775202,157975
2009-01-27,541158,1016998,3564,23359533,6278,72898625,35276165,947652,2695405,21559,7052582,310484,2564475,2305377,13718217,330913
2009-01-28,478311,2342257,9824,21101898,601,93810207,37603480,393602,9694316,204479,9945174,526619,4348552,5928607,20555183,77104
2009-01-29,869588,927433,3522,20834230,3250,59938524,26066008,298262,6307007,182178,8087942,585029,4485906,8520068,16985031,215268
2009-01-30,608217,964825,600,26175485,2400,99451425,33246066,466605,5811591,160496,12915186,795200,3230512,10097908,19176679,94570
2009-02-02,591994,811582,2469,22970499,13804,47755000,29679350,537723,3272587,185280,15540486,3198788,2002852,1884935,12474769,54607
2009-02-03,575159,737204,3359,24080690,6991,53165659,28452535,586272,4784892,282432,11267244,711255,4117034,5315989,14320042,522802
2009-02-04,673384,1735143,3766,27509996,2204,65515120,29281556,598023,7719743,1356542,8887283,2088284,3357236,4227985,24204662,300631
2009-02-05,702108,998878,463,39873389,300,95946696,31645574,498187,4909112,535284,11539036,1677769,3960823,5574845,22414475,123331
2009-02-06,1936797,1411352,1259,30049657,1100,79129097,28635887,580367,5127245,342746,11691935,2117416,3849289,2157750,21252201,106357
2009-02-09,588225,946356,1594,20837572,300,53789198,27143417,311345,2920452,297015,9498378,567928,2056687,2233335,23010860,77688
2009-02-10,524742,1183430,3878,49006553,105,92940667,35169364,451364,5696997,193925,16002954,860176,4044233,4771482,28230980,629584
2009-02-11,518722,731121,3539,33290096,200,66603124,24101584,312397,3972647,44422,10749797,396039,2875341,2960080,22099484,100875
2009-02-12,366863,731436,300,45482028,1788,69737243,40755786,784350,4139606,207052,10681245,588676,4360825,3174516,19238855,192096
2009-02-13,851827,1302083,5416,23851426,134,58075047,21184119,230147,2056054,92292,7784902,381780,4054757,1285220,17472382,51334
2009-02-17,436082,1216733,4983,36732420,4961,115593669,32955499,778623,6864326,45247,14359544,347645,4332877,3305770,21714374,215299
2009-02-18,495753,864208,795,35795039,4525,83949044,35001352,579719,3582861,51020,11091672,434083,2532880,4315647,22309016,156296
2009-02-19,532306,777133,900,30933882,7150,59604308,25955037,364838,3485077,56319,11533803,399898,2690618,3711944,17040406,295444
2009-02-20,656297,1107715,2551,46349038,4979,102860847,52151715,1075743,3874986,177891,11949622,726495,3571173,6071521,28957498,691785
2009-02-23,621430,709333,5208,36014366,10282,103473172,38219760,837155,7557880,105447,11353312,660361,4376597,5499526,28086349,145801
2009-02-24,605550,857950,3681,37531255,7236,99572276,36859325,752748,8105421,76500,14668070,741706,2725673,4956549,25534733,304840
2009-02-25,485773,860030,317,43673673,11731,81190253,39171297,1292793,4353340,332485,10754693,320181,3891865,6015387,34261758,709560
2009-02-26,509293,657249,850,31374052,3372,57001536,27208409,414424,3529783,56590,12474038,511384,3995923,12723824,26120712,215183
2009-02-27,463771,595631,1480,35772465,0,74844414,38503943,321016,4470959,59351,12748826,509550,3597685,5423926,27215978,481666
2009-03-02,627391,1263186,5143,36932211,11618,97425966,42423943,688521,6901682,72070,17663375,864774,6972262,9020322,31270342,451133
2009-03-03,970616,1398252,1847,30808373,3504,85418047,38727797,480435,6476503,94029,19936109,1904035,2773817,6692133,27894291,302290
2009-03-04,548818,1010053,2357,31997671,990,102894621,52341408,661042,5295661,169213,17213401,1218587,3998102,7993051,33229388,226728
2009-03-05,684930,938805,2123,35057237,4668,101631001,36086332,594632,4634720,64553,14546925,741942,4086582,6697735,24329997,114597
2009-03-06,701138,1247155,600,35835908,674,76629665,42253829,704339,10766198,207054,13388836,772509,3142881,4863363,24603189,249142
2009-03-09,645269,1624763,42702,28121172,7641,67052405,36486807,409044,8313432,65247,12219722,1091530,5474389,3291893,21054159,324565
2009-03-10,507425,1020191,4867,31012795,2938,92650966,50262131,1124816,7659855,375727,14592708,821986,4561269,4603736,31467723,137387
2009-03-11,607469,724580,1757,21884491,16184,73894434,34253220,716417,4197363,84867,11003055,873213,6391013,6344221,25205095,269273
2009-03-12,603453,1256380,2052,21946380,54012,77711405,32384942,2966618,6092604,185188,14457200,789700,7612082,7728401,23514570,268575
2009-03-13,561307,1692807,14244,21839046,897,67993606,31335350,517739,6893926,200572,11734463,3967361,7591386,4621790,23509334,170444
2009-03-16,643973,1015085,884,24523180,2478,58546236,29486864,1310631,5216163,73657,12769401,1254033,4860870,4334137,24441522,131384
2009-03-17,644135,1798109,677,20456763,2645,61653785,33233111,1286486,3329761,78880,10821366,1177046,3995864,5631292,20613190,96656
2009-03-18,493614,1501124,7650,35912074,13019,80664565,40963354,711837,5476847,129947,14944227,1787019,6189702,6605884,32234628,237533
2009-03-19,738491,3796379,2416,25414620,1062,95862800,36731538,880624,5150058,102499,10746904,1623239,4573962,6726404,29261136,247257
2009-03-20,513030,2944984,1412,22998520,3818,68480215,35560496,627928,3627876,133866,8083056,1519810,3044982,4204071,22911625,86509
2009-03-23,518070,3068186,4498,25717953,17912,135861016,42114836,694996,7696416,147226,14503674,2116239,4379784,4764978,24324857,262986
2009-03-24,934035,2188153,1870,20396488,3581,101955637,30868829,396399,5787493,72413,10539152,503113,3025813,4049378,18476032,140423
2009-03-25,1240962,1585617,6020,30264582,20726,111156997,30873535,645971,5512037,47759,11341830,1103357,2866815,4701780,25494892,141338
2009-03-26,1187868,1601315,2131,29413113,7279,76716978,30230399,1607534,7095542,62823,7389777,947280,2742716,4965620,18907755,352986
2009-03-27,1303850,1362355,300,19999777,6100,98453154,34325909,471031,5106046,120929,7717311,589881,1983178,3531882,14813162,193061
2009-03-30,616285,1630794,5733,25811748,2350,78970566,25835680,742132,5720869,129395,10158528,914321,3739226,5243477,22153229,154377
2009-03-31,638055,4798747,2379,28187435,4502,83243827,32838265,388058,6003835,91821,6351406,788452,2479572,3530656,18284004,269637
2009-04-01,579063,3109643,2949,25420270,6100,62564147,25661629,433529,7805728,58717,9367765,674728,2788937,4578209,19925480,166775
2009-04-02,960438,4605841,100,30182030,818,106963380,57242354,1025839,12153872,166155,14221140,1133573,4943692,5246004,25395341,146309
2009-04-03,3081411,2334955,925,20609691,2698,75814888,41315035,565377,4182984,119832,14402192,1211562,2379125,4579165,26670756,105010
2009-04-06,495064,1918639,300,17840113,4177,71267923,27320310,366204,5637963,700973,8130196,617335,1989947,3878264,15780897,250835
2009-04-07,807080,1230410,476,17326312,1450,45654369,19333816,670243,4175170,132135,7496755,617786,2310799,4434065,16481147,93685
2009-04-08,528342,1741104,3961,15718945,1401,48555704,22120825,218207,11726139,169046,11672274,1888492,2316161,7056044,16279393,264226
2009-04-09,564085,1843036,11922,19292564,4048,90146712,23172419,449553,6647524,346917,12173380,774412,3864089,3811990,23564852,488541
2009-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-13,475741,1367982,1461,12000851,1198,52646590,21135647,570649,5142117,86185,18305119,377288,3224993,3169417,20048138,98691
2009-04-14,594176,1234196,5393,18589945,3045,59826060,41502443,953100,6122068,273415,22557311,3659890,2967508,5015187,17929309,91319
2009-04-15,534406,1158292,3530,18265201,1421,54943438,25622928,505064,4120653,445798,7674704,678220,2167691,2834723,16143627,120692
2009-04-16,457622,1574931,1141,19527429,3346,81079510,25014370,414596,13884722,129849,9982230,590759,3927781,3027428,16112957,153997
2009-04-17,486890,1508384,1396,16843092,3753,53672415,61325753,791460,5067878,70584,10308844,547443,2344524,2156654,14053760,166223
2009-04-20,705549,3024935,1464,16642647,800,81305661,26049658,889639,5853685,177640,14466991,569074,3267029,3897572,18954036,216397
2009-04-21,702062,1247391,4831,18053088,560,78959063,25499774,546181,6960142,86540,11126436,702840,3132288,3157807,17430895,166471
2009-04-22,448461,1270236,298,20467773,2104,49026938,25023353,5087961,7907372,278684,9403179,1667131,2755809,3078654,20639171,109459
2009-04-23,318695,1312735,1943,19520938,634,60315491,30545367,1778937,4896207,91413,10533202,632722,3061016,3805951,17215444,96757
2009-04-24,533305,1333595,200,17662174,4895,55511477,25969367,794707,4340451,75196,8412473,850660,3259652,5161967,18855855,340290
2009-04-27,614350,1093013,5380,17587008,2200,63329516,26745284,793776,8278939,108172,8767377,753836,9761724,3568080,18905607,420696
2009-04-28,397707,1567007,5784,16462038,8551,47904307,18633964,465217,4206947,118232,5889645,475708,5098963,3893974,16608811,158065
2009-04-29,487955,1617397,23225,18093105,100,74378962,20786143,585887,15006991,138357,74687946,1328285,5482206,4999077,21672358,240466
2009-04-30,760661,1304704,1115,17497465,1531,98172143,26982193,486939,10347042,74039,38203889,2865083,3954620,4688864,17300506,124983
2009-05-01,536080,2069646,10222,12360030,1255,57110321,17786700,654956,4887412,71837,12733806,2075016,3202912,2920369,17733852,100110
2009-05-04,690512,3068922,6618,13866790,2917,98250374,23451142,673880,10657424,49177,25659963,2963213,5646220,5008563,30270095,203766
2009-05-05,886548,1581491,988,11987847,100,68791550,22298560,1142066,5593170,127745,22609955,2652526,4638428,5002671,28851706,233090
2009-05-06,833612,2645883,3174,18365748,3303,73781295,21090454,735885,9612371,130257,26522493,2190294,6075405,5725935,30832572,190830
2009-05-07,1418928,3601618,4552,19843851,5106,75759360,23949132,860376,8583111,85659,29592593,1503418,3303570,4513797,25497663,224270
2009-05-08,705911,2875122,833,18473393,1134,75767641,22988398,717477,7912648,74818,22533490,6520505,3534622,3027146,21555142,481460
2009-05-11,431873,1816388,0,13335538,3613,58826845,17460872,325568,6793744,23293,15038961,6034280,1733882,3217567,17271695,475997
2009-05-12,786650,2137901,2212,16819319,962,49687011,26284974,171102,8374639,19015,22259142,1001464,4690071,3595208,19263607,468040
2009-05-13,430696,2477679,1257,17690286,1125,67085468,23260291,340823,4636600,140284,14268543,3769495,3641533,4328751,22103476,98542
