,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2009-08-11,4.94721e-01,4.84163e-01,4.94721e-01,4.88688e-01,5.11312e-01,4.76621e-01,4.85671e-01,4.84163e-01,4.99246e-01,4.99246e-01,5.23379e-01,5.21870e-01,4.93213e-01,5.18854e-01,4.72097e-01,4.76621e-01
2009-08-12,4.95482e-01,4.84940e-01,4.95482e-01,4.89458e-01,5.12048e-01,4.77410e-01,4.86446e-01,4.84940e-01,5.00000e-01,5.00000e-01,5.24096e-01,5.22590e-01,4.93976e-01,5.19578e-01,4.72892e-01,4.77410e-01
2009-08-13,4.94737e-01,4.85714e-01,4.94737e-01,4.88722e-01,5.11278e-01,4.78195e-01,4.85714e-01,4.85714e-01,4.99248e-01,4.99248e-01,5.23308e-01,5.23308e-01,4.94737e-01,5.20301e-01,4.73684e-01,4.76692e-01
2009-08-14,4.93994e-01,4.84985e-01,4.93994e-01,4.87988e-01,5.10511e-01,4.77477e-01,4.84985e-01,4.84985e-01,4.98498e-01,4.98498e-01,5.22523e-01,5.22523e-01,4.93994e-01,5.19520e-01,4.72973e-01,4.75976e-01
2009-08-17,4.93253e-01,4.85757e-01,4.93253e-01,4.88756e-01,5.11244e-01,4.78261e-01,4.85757e-01,4.85757e-01,4.99250e-01,4.99250e-01,5.23238e-01,5.23238e-01,4.94753e-01,5.20240e-01,4.73763e-01,4.76762e-01
2009-08-18,4.92515e-01,4.86527e-01,4.94012e-01,4.89521e-01,5.11976e-01,4.79042e-01,4.86527e-01,4.86527e-01,5.00000e-01,5.00000e-01,5.23952e-01,5.23952e-01,4.95509e-01,5.20958e-01,4.74551e-01,4.77545e-01
2009-08-19,4.93274e-01,4.85800e-01,4.93274e-01,4.88789e-01,5.11211e-01,4.78326e-01,4.85800e-01,4.85800e-01,4.99253e-01,4.99253e-01,5.23169e-01,5.23169e-01,4.94768e-01,5.20179e-01,4.73842e-01,4.76831e-01
2009-08-20,4.92537e-01,4.85075e-01,4.94030e-01,4.88060e-01,5.10448e-01,4.77612e-01,4.85075e-01,4.85075e-01,5.00000e-01,4.98507e-01,5.23881e-01,5.22388e-01,4.94030e-01,5.19403e-01,4.73134e-01,4.76119e-01
2009-08-21,4.91803e-01,4.85842e-01,4.93294e-01,4.87332e-01,5.09687e-01,4.76900e-01,4.84352e-01,4.84352e-01,4.99255e-01,4.97765e-01,5.24590e-01,5.21610e-01,4.93294e-01,5.18629e-01,4.72429e-01,4.75410e-01
2009-08-24,4.92560e-01,4.85119e-01,4.92560e-01,4.86607e-01,5.08929e-01,4.76190e-01,4.83631e-01,4.83631e-01,4.98512e-01,4.97024e-01,5.23810e-01,5.20833e-01,4.92560e-01,5.17857e-01,4.71726e-01,4.74702e-01
2009-08-25,4.91828e-01,4.84398e-01,4.91828e-01,4.85884e-01,5.09658e-01,4.75483e-01,4.84398e-01,4.84398e-01,4.99257e-01,4.96285e-01,5.23031e-01,5.21545e-01,4.93314e-01,5.17088e-01,4.72511e-01,4.73997e-01
2009-08-26,4.91098e-01,4.85163e-01,4.91098e-01,4.85163e-01,5.08902e-01,4.76261e-01,4.83680e-01,4.83680e-01,5.00000e-01,4.95549e-01,5.23739e-01,5.20772e-01,4.94065e-01,5.17804e-01,4.73294e-01,4.73294e-01
2009-08-27,4.90370e-01,4.85926e-01,4.90370e-01,4.85926e-01,5.09630e-01,4.77037e-01,4.84444e-01,4.84444e-01,5.00741e-01,4.94815e-01,5.24444e-01,5.21481e-01,4.94815e-01,5.17037e-01,4.74074e-01,4.74074e-01
2009-08-28,4.91124e-01,4.85207e-01,4.91124e-01,4.85207e-01,5.08876e-01,4.77811e-01,4.83728e-01,4.83728e-01,5.01479e-01,4.94083e-01,5.23669e-01,5.20710e-01,4.94083e-01,5.17751e-01,4.73373e-01,4.73373e-01
2009-08-31,4.91876e-01,4.85968e-01,4.90399e-01,4.85968e-01,5.09601e-01,4.78582e-01,4.83013e-01,4.84490e-01,5.02216e-01,4.94830e-01,5.22895e-01,5.19941e-01,4.93353e-01,5.16987e-01,4.74151e-01,4.74151e-01
2009-09-01,4.91150e-01,4.86726e-01,4.91150e-01,4.86726e-01,5.10324e-01,4.79351e-01,4.83776e-01,4.85251e-01,5.02950e-01,4.95575e-01,5.23599e-01,5.20649e-01,4.94100e-01,5.17699e-01,4.74926e-01,4.74926e-01
2009-09-02,4.91900e-01,4.87482e-01,4.91900e-01,4.87482e-01,5.11046e-01,4.80118e-01,4.84536e-01,4.86009e-01,5.03682e-01,4.96318e-01,5.22828e-01,5.21355e-01,4.94845e-01,5.16937e-01,4.75700e-01,4.75700e-01
2009-09-03,4.91176e-01,4.86765e-01,4.92647e-01,4.88235e-01,5.10294e-01,4.79412e-01,4.85294e-01,4.86765e-01,5.04412e-01,4.97059e-01,5.22059e-01,5.20588e-01,4.94118e-01,5.16176e-01,4.75000e-01,4.76471e-01
2009-09-04,4.91924e-01,4.87518e-01,4.91924e-01,4.87518e-01,5.11013e-01,4.78708e-01,4.84581e-01,4.86050e-01,5.03671e-01,4.96329e-01,5.21292e-01,5.19824e-01,4.93392e-01,5.15419e-01,4.74302e-01,4.75771e-01
2009-09-08,4.92669e-01,4.88270e-01,4.91202e-01,4.86804e-01,5.10264e-01,4.78006e-01,4.83871e-01,4.85337e-01,5.02933e-01,4.95601e-01,5.20528e-01,5.19062e-01,4.92669e-01,5.14663e-01,4.73607e-01,4.75073e-01
2009-09-09,4.93411e-01,4.87555e-01,4.90483e-01,4.86091e-01,5.09517e-01,4.77306e-01,4.83163e-01,4.84627e-01,5.02196e-01,4.94876e-01,5.19766e-01,5.18302e-01,4.91947e-01,5.13909e-01,4.72914e-01,4.74378e-01
2009-09-10,4.92690e-01,4.86842e-01,4.89766e-01,4.85380e-01,5.08772e-01,4.76608e-01,4.82456e-01,4.83918e-01,5.01462e-01,4.94152e-01,5.19006e-01,5.17544e-01,4.92690e-01,5.13158e-01,4.72222e-01,4.73684e-01
2009-09-11,4.91971e-01,4.86131e-01,4.89051e-01,4.84672e-01,5.08029e-01,4.75912e-01,4.81752e-01,4.83212e-01,5.00730e-01,4.93431e-01,5.18248e-01,5.16788e-01,4.91971e-01,5.12409e-01,4.71533e-01,4.72993e-01
2009-09-14,4.92711e-01,4.86880e-01,4.88338e-01,4.85423e-01,5.07289e-01,4.75219e-01,4.82507e-01,4.82507e-01,5.01458e-01,4.94169e-01,5.18950e-01,5.17493e-01,4.91254e-01,5.11662e-01,4.72303e-01,4.73761e-01
2009-09-15,4.93450e-01,4.87627e-01,4.89083e-01,4.84716e-01,5.08006e-01,4.75983e-01,4.81805e-01,4.81805e-01,5.02183e-01,4.93450e-01,5.19651e-01,5.18195e-01,4.91994e-01,5.12373e-01,4.71616e-01,4.73071e-01
2009-09-16,4.94186e-01,4.86919e-01,4.88372e-01,4.84012e-01,5.07267e-01,4.75291e-01,4.81105e-01,4.81105e-01,5.02907e-01,4.92733e-01,5.18895e-01,5.17442e-01,4.91279e-01,5.11628e-01,4.70930e-01,4.72384e-01
2009-09-17,4.93469e-01,4.86212e-01,4.87663e-01,4.83309e-01,5.07983e-01,4.74601e-01,4.80406e-01,4.80406e-01,5.02177e-01,4.92017e-01,5.18142e-01,5.16691e-01,4.90566e-01,5.10885e-01,4.70247e-01,4.71698e-01
2009-09-18,4.92754e-01,4.85507e-01,4.86957e-01,4.84058e-01,5.08696e-01,4.75362e-01,4.81159e-01,4.81159e-01,5.02899e-01,4.92754e-01,5.18841e-01,5.17391e-01,4.91304e-01,5.11594e-01,4.71014e-01,4.72464e-01
2009-09-21,4.93488e-01,4.86252e-01,4.87699e-01,4.83357e-01,5.09407e-01,4.74674e-01,4.80463e-01,4.80463e-01,5.03618e-01,4.92041e-01,5.18090e-01,5.18090e-01,4.92041e-01,5.10854e-01,4.70333e-01,4.71780e-01
2009-09-22,4.94220e-01,4.86994e-01,4.88439e-01,4.84104e-01,5.10116e-01,4.75434e-01,4.81214e-01,4.81214e-01,5.04335e-01,4.92775e-01,5.18786e-01,5.18786e-01,4.92775e-01,5.11561e-01,4.69653e-01,4.72543e-01
2009-09-23,4.94949e-01,4.86291e-01,4.87734e-01,4.83405e-01,5.09380e-01,4.74747e-01,4.80519e-01,4.80519e-01,5.03608e-01,4.92063e-01,5.18038e-01,5.18038e-01,4.92063e-01,5.10823e-01,4.68975e-01,4.71861e-01
2009-09-24,4.94236e-01,4.87032e-01,4.88473e-01,4.84150e-01,5.08646e-01,4.75504e-01,4.81268e-01,4.81268e-01,5.04323e-01,4.92795e-01,5.18732e-01,5.18732e-01,4.92795e-01,5.11527e-01,4.69741e-01,4.72622e-01
2009-09-25,4.93525e-01,4.87770e-01,4.89209e-01,4.84892e-01,5.09353e-01,4.76259e-01,4.82014e-01,4.82014e-01,5.05036e-01,4.93525e-01,5.19424e-01,5.19424e-01,4.93525e-01,5.12230e-01,4.70504e-01,4.73381e-01
2009-09-28,4.92816e-01,4.88506e-01,4.89943e-01,4.85632e-01,5.10057e-01,4.75575e-01,4.82759e-01,4.82759e-01,5.04310e-01,4.92816e-01,5.18678e-01,5.20115e-01,4.92816e-01,5.11494e-01,4.69828e-01,4.74138e-01
2009-09-29,4.93544e-01,4.87805e-01,4.89240e-01,4.84935e-01,5.09326e-01,4.74892e-01,4.82066e-01,4.82066e-01,5.03587e-01,4.92109e-01,5.17934e-01,5.19369e-01,4.92109e-01,5.10760e-01,4.69154e-01,4.73458e-01
2009-09-30,4.94269e-01,4.88539e-01,4.88539e-01,4.85673e-01,5.10029e-01,4.74212e-01,4.82808e-01,4.82808e-01,5.02865e-01,4.91404e-01,5.17192e-01,5.18625e-01,4.91404e-01,5.10029e-01,4.68481e-01,4.74212e-01
2009-10-01,4.93562e-01,4.87840e-01,4.89270e-01,4.86409e-01,5.09299e-01,4.73534e-01,4.82117e-01,4.82117e-01,5.02146e-01,4.90701e-01,5.16452e-01,5.19313e-01,4.92132e-01,5.09299e-01,4.67811e-01,4.73534e-01
2009-10-02,4.94286e-01,4.88571e-01,4.90000e-01,4.87143e-01,5.10000e-01,4.74286e-01,4.82857e-01,4.82857e-01,5.02857e-01,4.91429e-01,5.17143e-01,5.20000e-01,4.92857e-01,5.10000e-01,4.68571e-01,4.74286e-01
2009-10-05,4.95007e-01,4.89301e-01,4.90728e-01,4.87874e-01,5.10699e-01,4.73609e-01,4.83595e-01,4.83595e-01,5.03566e-01,4.92154e-01,5.17832e-01,5.20685e-01,4.92154e-01,5.10699e-01,4.67903e-01,4.75036e-01
2009-10-06,4.94302e-01,4.88604e-01,4.90028e-01,4.87179e-01,5.09972e-01,4.72934e-01,4.82906e-01,4.82906e-01,5.02849e-01,4.91453e-01,5.17094e-01,5.19943e-01,4.91453e-01,5.09972e-01,4.67236e-01,4.74359e-01
2009-10-07,4.95021e-01,4.89331e-01,4.89331e-01,4.86486e-01,5.09246e-01,4.72262e-01,4.82219e-01,4.82219e-01,5.02134e-01,4.90754e-01,5.16358e-01,5.19203e-01,4.90754e-01,5.10669e-01,4.66572e-01,4.73684e-01
2009-10-08,4.94318e-01,4.88636e-01,4.88636e-01,4.87216e-01,5.08523e-01,4.73011e-01,4.81534e-01,4.81534e-01,5.01420e-01,4.90057e-01,5.15625e-01,5.18466e-01,4.90057e-01,5.11364e-01,4.65909e-01,4.74432e-01
2009-10-09,4.95035e-01,4.87943e-01,4.87943e-01,4.86525e-01,5.07801e-01,4.72340e-01,4.80851e-01,4.80851e-01,5.00709e-01,4.89362e-01,5.16312e-01,5.17730e-01,4.89362e-01,5.10638e-01,4.65248e-01,4.73759e-01
2009-10-12,4.95751e-01,4.87252e-01,4.88669e-01,4.85836e-01,5.08499e-01,4.71671e-01,4.81586e-01,4.81586e-01,5.00000e-01,4.88669e-01,5.15581e-01,5.18414e-01,4.88669e-01,5.09915e-01,4.64589e-01,4.73088e-01
2009-10-13,4.95050e-01,4.86563e-01,4.87977e-01,4.85149e-01,5.07779e-01,4.71004e-01,4.80905e-01,4.80905e-01,5.00707e-01,4.87977e-01,5.14851e-01,5.17680e-01,4.87977e-01,5.10608e-01,4.63932e-01,4.72419e-01
2009-10-14,4.94350e-01,4.85876e-01,4.88701e-01,4.85876e-01,5.08475e-01,4.70339e-01,4.81638e-01,4.81638e-01,5.00000e-01,4.87288e-01,5.15537e-01,5.18362e-01,4.87288e-01,5.11299e-01,4.64689e-01,4.73164e-01
2009-10-15,4.95063e-01,4.85190e-01,4.88011e-01,4.85190e-01,5.07757e-01,4.69676e-01,4.80959e-01,4.80959e-01,4.99295e-01,4.86601e-01,5.14810e-01,5.17630e-01,4.86601e-01,5.10578e-01,4.64034e-01,4.72496e-01
2009-10-16,4.95775e-01,4.84507e-01,4.87324e-01,4.84507e-01,5.08451e-01,4.70423e-01,4.80282e-01,4.80282e-01,5.00000e-01,4.85915e-01,5.15493e-01,5.16901e-01,4.85915e-01,5.11268e-01,4.63380e-01,4.73239e-01
2009-10-19,4.96484e-01,4.83826e-01,4.88045e-01,4.85232e-01,5.09142e-01,4.71167e-01,4.81013e-01,4.81013e-01,5.00703e-01,4.86639e-01,5.16174e-01,5.16174e-01,4.86639e-01,5.11955e-01,4.64135e-01,4.73980e-01
2009-10-20,4.95787e-01,4.83146e-01,4.87360e-01,4.84551e-01,5.08427e-01,4.70506e-01,4.80337e-01,4.80337e-01,5.00000e-01,4.85955e-01,5.15449e-01,5.15449e-01,4.85955e-01,5.11236e-01,4.63483e-01,4.73315e-01
2009-10-21,4.95091e-01,4.83871e-01,4.88079e-01,4.85273e-01,5.09116e-01,4.71248e-01,4.81066e-01,4.81066e-01,4.99299e-01,4.86676e-01,5.16129e-01,5.16129e-01,4.86676e-01,5.11921e-01,4.64236e-01,4.74053e-01
2009-10-22,4.95798e-01,4.83193e-01,4.87395e-01,4.85994e-01,5.08403e-01,4.71989e-01,4.81793e-01,4.81793e-01,4.98599e-01,4.87395e-01,5.16807e-01,5.15406e-01,4.85994e-01,5.12605e-01,4.63585e-01,4.74790e-01
2009-10-23,4.96503e-01,4.82517e-01,4.86713e-01,4.85315e-01,5.09091e-01,4.71329e-01,4.81119e-01,4.81119e-01,4.97902e-01,4.86713e-01,5.17483e-01,5.14685e-01,4.86713e-01,5.13287e-01,4.62937e-01,4.74126e-01
2009-10-26,4.97207e-01,4.83240e-01,4.87430e-01,4.86034e-01,5.09777e-01,4.72067e-01,4.81844e-01,4.81844e-01,4.98603e-01,4.87430e-01,5.18156e-01,5.15363e-01,4.87430e-01,5.13966e-01,4.63687e-01,4.74860e-01
2009-10-27,4.97908e-01,4.83961e-01,4.88145e-01,4.86750e-01,5.10460e-01,4.72803e-01,4.82566e-01,4.82566e-01,4.99303e-01,4.88145e-01,5.18828e-01,5.16039e-01,4.88145e-01,5.13250e-01,4.64435e-01,4.75593e-01
2009-10-28,4.97214e-01,4.84680e-01,4.88858e-01,4.86072e-01,5.11142e-01,4.73538e-01,4.83287e-01,4.83287e-01,5.00000e-01,4.88858e-01,5.19499e-01,5.16713e-01,4.88858e-01,5.13928e-01,4.65181e-01,4.76323e-01
2009-10-29,4.96523e-01,4.85396e-01,4.89569e-01,4.86787e-01,5.11822e-01,4.74270e-01,4.84006e-01,4.84006e-01,5.00695e-01,4.89569e-01,5.20167e-01,5.17385e-01,4.89569e-01,5.14604e-01,4.65925e-01,4.77051e-01
2009-10-30,4.97222e-01,4.84722e-01,4.88889e-01,4.86111e-01,5.11111e-01,4.73611e-01,4.83333e-01,4.83333e-01,5.00000e-01,4.88889e-01,5.19444e-01,5.16667e-01,4.88889e-01,5.13889e-01,4.65278e-01,4.76389e-01
2009-11-02,4.96533e-01,4.85437e-01,4.89598e-01,4.86824e-01,5.11789e-01,4.74341e-01,4.84050e-01,4.84050e-01,5.00693e-01,4.89598e-01,5.20111e-01,5.17337e-01,4.89598e-01,5.14563e-01,4.66019e-01,4.77115e-01
2009-11-03,4.97230e-01,4.84765e-01,4.88920e-01,4.86150e-01,5.11080e-01,4.73684e-01,4.83380e-01,4.83380e-01,5.00000e-01,4.88920e-01,5.19391e-01,5.16620e-01,4.88920e-01,5.13850e-01,4.65374e-01,4.76454e-01
2009-11-04,4.97925e-01,4.84094e-01,4.89627e-01,4.86860e-01,5.10373e-01,4.73029e-01,4.84094e-01,4.84094e-01,4.99308e-01,4.89627e-01,5.20055e-01,5.15906e-01,4.89627e-01,5.14523e-01,4.64730e-01,4.77178e-01
2009-11-05,4.98619e-01,4.84807e-01,4.88950e-01,4.86188e-01,5.11050e-01,4.72376e-01,4.83425e-01,4.83425e-01,4.98619e-01,4.88950e-01,5.19337e-01,5.15193e-01,4.88950e-01,5.13812e-01,4.64088e-01,4.76519e-01
2009-11-06,4.97931e-01,4.85517e-01,4.88276e-01,4.85517e-01,5.10345e-01,4.71724e-01,4.82759e-01,4.82759e-01,4.97931e-01,4.88276e-01,5.18621e-01,5.14483e-01,4.88276e-01,5.13103e-01,4.63448e-01,4.75862e-01
2009-11-09,4.97245e-01,4.86226e-01,4.87603e-01,4.84848e-01,5.11019e-01,4.72452e-01,4.82094e-01,4.82094e-01,4.98623e-01,4.87603e-01,5.19284e-01,5.13774e-01,4.88981e-01,5.12397e-01,4.64187e-01,4.75207e-01
2009-11-10,4.96561e-01,4.85557e-01,4.86933e-01,4.84182e-01,5.10316e-01,4.71802e-01,4.81431e-01,4.81431e-01,4.97937e-01,4.86933e-01,5.18569e-01,5.13067e-01,4.88308e-01,5.11692e-01,4.63549e-01,4.74553e-01
2009-11-11,4.95879e-01,4.86264e-01,4.87637e-01,4.83516e-01,5.10989e-01,4.72527e-01,4.82143e-01,4.82143e-01,4.98626e-01,4.87637e-01,5.19231e-01,5.13736e-01,4.87637e-01,5.12363e-01,4.64286e-01,4.75275e-01
2009-11-12,4.95199e-01,4.85597e-01,4.86968e-01,4.82853e-01,5.10288e-01,4.71879e-01,4.81481e-01,4.81481e-01,4.99314e-01,4.86968e-01,5.18519e-01,5.14403e-01,4.86968e-01,5.11660e-01,4.65021e-01,4.74623e-01
2009-11-13,4.94521e-01,4.86301e-01,4.87671e-01,4.83562e-01,5.10959e-01,4.72603e-01,4.82192e-01,4.82192e-01,5.00000e-01,4.87671e-01,5.19178e-01,5.15068e-01,4.87671e-01,5.12329e-01,4.65753e-01,4.75342e-01
2009-11-16,4.93844e-01,4.87004e-01,4.87004e-01,4.82900e-01,5.10260e-01,4.71956e-01,4.81532e-01,4.81532e-01,4.99316e-01,4.87004e-01,5.18468e-01,5.14364e-01,4.87004e-01,5.11628e-01,4.65116e-01,4.74692e-01
2009-11-17,4.93169e-01,4.86339e-01,4.86339e-01,4.82240e-01,5.09563e-01,4.71311e-01,4.80874e-01,4.80874e-01,4.98634e-01,4.86339e-01,5.17760e-01,5.13661e-01,4.86339e-01,5.10929e-01,4.64481e-01,4.74044e-01
2009-11-18,4.92497e-01,4.85675e-01,4.87040e-01,4.81583e-01,5.10232e-01,4.72033e-01,4.81583e-01,4.81583e-01,4.99318e-01,4.87040e-01,5.18417e-01,5.12960e-01,4.87040e-01,5.11596e-01,4.63847e-01,4.74761e-01
2009-11-19,4.93188e-01,4.85014e-01,4.87738e-01,4.82289e-01,5.10899e-01,4.72752e-01,4.82289e-01,4.80926e-01,5.00000e-01,4.86376e-01,5.19074e-01,5.13624e-01,4.87738e-01,5.10899e-01,4.64578e-01,4.74114e-01
2009-11-20,4.92517e-01,4.85714e-01,4.88435e-01,4.82993e-01,5.11565e-01,4.73469e-01,4.82993e-01,4.81633e-01,5.00680e-01,4.87075e-01,5.19728e-01,5.14286e-01,4.88435e-01,5.11565e-01,4.65306e-01,4.74830e-01
2009-11-23,4.91848e-01,4.86413e-01,4.89130e-01,4.83696e-01,5.10870e-01,4.74185e-01,4.83696e-01,4.82337e-01,5.01359e-01,4.87772e-01,5.20380e-01,5.14946e-01,4.89130e-01,5.10870e-01,4.66033e-01,4.75543e-01
2009-11-24,4.92537e-01,4.85753e-01,4.88467e-01,4.83039e-01,5.10176e-01,4.73541e-01,4.83039e-01,4.81682e-01,5.00678e-01,4.87110e-01,5.19674e-01,5.14247e-01,4.88467e-01,5.10176e-01,4.65400e-01,4.74898e-01
2009-11-25,4.91870e-01,4.86450e-01,4.87805e-01,4.83740e-01,5.10840e-01,4.74255e-01,4.83740e-01,4.82385e-01,5.01355e-01,4.87805e-01,5.20325e-01,5.14905e-01,4.89160e-01,5.10840e-01,4.64770e-01,4.74255e-01
2009-11-26,4.91204e-01,4.85792e-01,4.87145e-01,4.83085e-01,5.10149e-01,4.73613e-01,4.83085e-01,4.81732e-01,5.00677e-01,4.87145e-01,5.19621e-01,5.14208e-01,4.88498e-01,5.10149e-01,4.64141e-01,4.73613e-01
2009-11-27,4.91892e-01,4.86486e-01,4.87838e-01,4.83784e-01,5.10811e-01,4.74324e-01,4.83784e-01,4.82432e-01,5.01351e-01,4.87838e-01,5.20270e-01,5.14865e-01,4.89189e-01,5.10811e-01,4.64865e-01,4.74324e-01
2009-11-30,4.91228e-01,4.87179e-01,4.88529e-01,4.84480e-01,5.11471e-01,4.75034e-01,4.84480e-01,4.83131e-01,5.02024e-01,4.88529e-01,5.20918e-01,5.15520e-01,4.89879e-01,5.11471e-01,4.65587e-01,4.75034e-01
2009-12-01,4.90566e-01,4.86523e-01,4.89218e-01,4.83827e-01,5.10782e-01,4.74394e-01,4.83827e-01,4.82480e-01,5.01348e-01,4.87871e-01,5.20216e-01,5.16173e-01,4.90566e-01,5.10782e-01,4.64960e-01,4.74394e-01
2009-12-02,4.91252e-01,4.85868e-01,4.88560e-01,4.83176e-01,5.10094e-01,4.73755e-01,4.83176e-01,4.81830e-01,5.00673e-01,4.87214e-01,5.19515e-01,5.15478e-01,4.89906e-01,5.10094e-01,4.64334e-01,4.73755e-01
2009-12-03,4.91935e-01,4.86559e-01,4.87903e-01,4.83871e-01,5.10753e-01,4.73118e-01,4.82527e-01,4.82527e-01,5.00000e-01,4.87903e-01,5.18817e-01,5.14785e-01,4.89247e-01,5.09409e-01,4.63710e-01,4.73118e-01
2009-12-04,4.91275e-01,4.87248e-01,4.88591e-01,4.84564e-01,5.10067e-01,4.73826e-01,4.83221e-01,4.83221e-01,4.99329e-01,4.88591e-01,5.19463e-01,5.15436e-01,4.88591e-01,5.08725e-01,4.64430e-01,4.73826e-01
2009-12-07,4.91957e-01,4.87936e-01,4.89276e-01,4.83914e-01,5.09383e-01,4.73190e-01,4.83914e-01,4.82574e-01,4.98660e-01,4.89276e-01,5.18767e-01,5.14745e-01,4.87936e-01,5.08043e-01,4.65147e-01,4.73190e-01
2009-12-08,4.91299e-01,4.88621e-01,4.89960e-01,4.83266e-01,5.10040e-01,4.73896e-01,4.84605e-01,4.83266e-01,4.99331e-01,4.89960e-01,5.18072e-01,5.15395e-01,4.88621e-01,5.07363e-01,4.65863e-01,4.73896e-01
2009-12-09,4.90642e-01,4.89305e-01,4.90642e-01,4.83957e-01,5.09358e-01,4.74599e-01,4.85294e-01,4.83957e-01,5.00000e-01,4.90642e-01,5.18717e-01,5.16043e-01,4.89305e-01,5.08021e-01,4.66578e-01,4.74599e-01
2009-12-10,4.91322e-01,4.89987e-01,4.91322e-01,4.83311e-01,5.10013e-01,4.73965e-01,4.85981e-01,4.83311e-01,4.99332e-01,4.89987e-01,5.18024e-01,5.15354e-01,4.88652e-01,5.07343e-01,4.65955e-01,4.75300e-01
2009-12-11,4.92000e-01,4.90667e-01,4.92000e-01,4.82667e-01,5.10667e-01,4.73333e-01,4.85333e-01,4.82667e-01,5.00000e-01,4.89333e-01,5.18667e-01,5.14667e-01,4.88000e-01,5.06667e-01,4.65333e-01,4.74667e-01
2009-12-14,4.92676e-01,4.90013e-01,4.92676e-01,4.82024e-01,5.11318e-01,4.72703e-01,4.86019e-01,4.82024e-01,4.99334e-01,4.90013e-01,5.17976e-01,5.13981e-01,4.87350e-01,5.05992e-01,4.64714e-01,4.75366e-01
2009-12-15,4.92021e-01,4.89362e-01,4.92021e-01,4.81383e-01,5.10638e-01,4.72074e-01,4.85372e-01,4.81383e-01,5.00000e-01,4.89362e-01,5.18617e-01,5.13298e-01,4.86702e-01,5.05319e-01,4.64096e-01,4.74734e-01
2009-12-16,4.92696e-01,4.90040e-01,4.92696e-01,4.82072e-01,5.11288e-01,4.72776e-01,4.86056e-01,4.82072e-01,5.00664e-01,4.90040e-01,5.19256e-01,5.13944e-01,4.86056e-01,5.05976e-01,4.64807e-01,4.75432e-01
2009-12-17,4.92042e-01,4.89390e-01,4.92042e-01,4.82759e-01,5.10610e-01,4.72149e-01,4.85411e-01,4.81432e-01,5.01326e-01,4.89390e-01,5.19894e-01,5.13263e-01,4.86737e-01,5.06631e-01,4.65517e-01,4.74801e-01
2009-12-18,4.91391e-01,4.90066e-01,4.92715e-01,4.83444e-01,5.11258e-01,4.72848e-01,4.86093e-01,4.82119e-01,5.01987e-01,4.90066e-01,5.20530e-01,5.13907e-01,4.87417e-01,5.07285e-01,4.66225e-01,4.75497e-01
2009-12-21,4.92063e-01,4.89418e-01,4.92063e-01,4.84127e-01,5.10582e-01,4.72222e-01,4.85450e-01,4.81481e-01,5.02646e-01,4.90741e-01,5.19841e-01,5.13228e-01,4.88095e-01,5.06614e-01,4.65608e-01,4.76190e-01
2009-12-22,4.92734e-01,4.90092e-01,4.92734e-01,4.83487e-01,5.11229e-01,4.72919e-01,4.84808e-01,4.80845e-01,5.03303e-01,4.90092e-01,5.19155e-01,5.13871e-01,4.88771e-01,5.05945e-01,4.66314e-01,4.75561e-01
2009-12-23,4.93404e-01,4.89446e-01,4.92084e-01,4.82850e-01,5.10554e-01,4.72296e-01,4.85488e-01,4.80211e-01,5.03958e-01,4.90765e-01,5.19789e-01,5.13193e-01,4.88127e-01,5.05277e-01,4.67018e-01,4.74934e-01
2009-12-24,4.92754e-01,4.88801e-01,4.91436e-01,4.83531e-01,5.09881e-01,4.71673e-01,4.84848e-01,4.79578e-01,5.03294e-01,4.90119e-01,5.19104e-01,5.12516e-01,4.87484e-01,5.04611e-01,4.66403e-01,4.74308e-01
2009-12-25,4.93421e-01,4.88158e-01,4.90789e-01,4.82895e-01,5.10526e-01,4.71053e-01,4.84211e-01,4.78947e-01,5.02632e-01,4.89474e-01,5.18421e-01,5.11842e-01,4.86842e-01,5.03947e-01,4.65789e-01,4.73684e-01
2009-12-28,4.94087e-01,4.88830e-01,4.91459e-01,4.83574e-01,5.11170e-01,4.71748e-01,4.84888e-01,4.79632e-01,5.03285e-01,4.90145e-01,5.19054e-01,5.12484e-01,4.87516e-01,5.04599e-01,4.66491e-01,4.74376e-01
2009-12-29,4.94751e-01,4.88189e-01,4.90814e-01,4.82940e-01,5.10499e-01,4.71129e-01,4.84252e-01,4.79003e-01,5.03937e-01,4.89501e-01,5.18373e-01,5.13123e-01,4.88189e-01,5.03937e-01,4.65879e-01,4.73753e-01
2009-12-30,4.95413e-01,4.88860e-01,4.90170e-01,4.83617e-01,5.09830e-01,4.71822e-01,4.83617e-01,4.79685e-01,5.03277e-01,4.90170e-01,5.19004e-01,5.13761e-01,4.88860e-01,5.04587e-01,4.65269e-01,4.73132e-01
2009-12-31,4.94764e-01,4.89529e-01,4.89529e-01,4.84293e-01,5.10471e-01,4.71204e-01,4.84293e-01,4.80366e-01,5.02618e-01,4.90838e-01,5.18325e-01,5.13089e-01,4.89529e-01,5.03927e-01,4.64660e-01,4.73822e-01
2010-01-01,4.95425e-01,4.90196e-01,4.90196e-01,4.84967e-01,5.11111e-01,4.70588e-01,4.84967e-01,4.81046e-01,5.03268e-01,4.91503e-01,5.17647e-01,5.13725e-01,4.90196e-01,5.03268e-01,4.64052e-01,4.74510e-01
