,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2012-07-25,112.700,27.090,31.760,126.510,30.410,37.610,47.880,19.010,16.270,9.490,11.600,31.720,60.400,51.730,50.030,25.280
2012-07-26,112.630,27.140,32.670,128.580,30.850,38.450,49.320,19.680,16.420,10.110,11.790,32.600,62.110,52.830,51.590,26.480
2012-07-27,112.290,27.420,33.320,130.480,31.410,39.540,50.390,20.330,16.720,10.600,12.150,33.120,63.380,54.930,53.560,27.460
2012-07-30,112.480,27.580,33.320,130.400,31.100,39.300,50.310,20.200,16.770,10.660,12.090,33.200,63.100,54.530,53.480,27.340
2012-07-31,112.590,27.250,33.100,129.790,31.070,39.120,50.000,20.210,16.760,10.540,12.180,32.860,62.170,55.590,52.450,27.180
2012-08-01,112.240,27.290,33.270,129.450,31.140,39.190,50.010,20.070,16.740,10.540,12.210,33.060,61.870,55.890,52.650,27.150
2012-08-02,112.260,27.060,32.280,128.540,30.910,38.730,49.310,19.570,16.680,10.080,12.130,32.700,62.110,54.680,51.980,26.320
2012-08-03,111.990,27.520,33.430,130.730,31.310,39.940,50.990,20.690,16.980,10.880,12.430,33.700,63.290,55.960,53.480,27.870
2012-08-06,112.160,27.680,33.920,130.900,31.500,40.180,51.350,20.860,17.050,11.100,12.430,33.820,63.010,56.310,54.210,28.220
2012-08-07,111.860,27.890,34.070,131.380,32.060,40.290,51.820,20.980,17.180,11.340,12.430,33.980,62.940,56.630,54.250,28.600
2012-08-08,111.720,27.970,34.110,131.550,31.910,40.370,51.750,20.890,17.190,11.310,12.470,34.240,62.850,56.790,55.010,28.440
2012-08-09,111.690,28.200,34.000,131.570,32.010,40.540,51.780,20.790,17.280,11.190,12.640,34.160,62.770,57.760,55.000,28.320
2012-08-10,111.870,28.050,33.960,131.880,31.960,40.740,51.870,20.840,17.120,11.230,12.720,34.400,63.060,58.330,55.490,28.350
2012-08-13,111.860,27.830,34.060,131.620,31.970,40.350,51.620,20.790,17.080,11.190,12.620,34.260,62.190,57.620,55.090,28.290
2012-08-14,111.600,27.860,34.020,131.660,32.040,40.360,51.740,20.850,17.150,11.230,12.710,34.380,62.350,58.050,54.310,28.330
2012-08-15,111.240,28.100,34.120,131.700,31.920,40.310,51.590,20.740,17.120,11.240,12.690,34.380,62.890,57.720,54.550,28.280
2012-08-16,111.100,28.210,34.470,132.570,32.400,40.670,52.220,21.030,17.110,11.500,12.800,34.560,62.990,58.300,55.500,28.830
2012-08-17,111.230,28.250,34.770,132.420,32.700,40.450,52.300,21.150,17.190,11.610,12.710,34.520,63.050,57.760,55.370,28.970
2012-08-20,111.190,28.380,34.940,132.380,32.560,40.450,52.240,21.150,17.240,11.520,12.670,34.400,62.780,57.980,55.380,28.900
2012-08-21,111.340,28.640,35.400,131.770,32.490,40.390,52.540,21.390,17.200,11.770,12.740,34.480,62.210,57.580,54.840,29.300
2012-08-22,111.820,28.790,35.310,131.470,32.290,40.410,52.480,21.440,17.080,11.810,12.740,34.440,62.300,57.490,55.040,29.280
2012-08-23,111.900,28.650,34.950,130.380,32.210,40.040,52.180,21.210,17.070,11.610,12.640,34.300,61.880,57.080,54.170,28.920
2012-08-24,111.820,28.520,34.800,131.380,32.370,40.050,52.100,21.150,17.090,11.530,12.690,34.160,62.300,57.170,54.250,28.870
2012-08-27,111.970,28.390,35.130,131.060,32.140,39.640,52.130,21.310,17.030,11.590,12.630,34.260,61.970,56.420,53.710,29.040
2012-08-28,112.060,28.410,35.050,130.860,31.800,39.560,52.080,21.380,17.090,11.670,12.510,34.200,62.090,56.450,53.580,29.160
2012-08-29,111.950,28.460,35.060,130.920,31.960,39.360,51.920,21.330,17.090,11.630,12.530,34.100,61.460,56.780,52.710,28.990
2012-08-30,112.020,28.490,34.860,129.920,31.420,38.910,51.150,20.940,16.800,11.410,12.480,33.800,61.290,55.830,52.330,28.520
2012-08-31,112.370,28.790,35.130,130.880,31.320,39.280,51.600,21.220,16.990,11.730,12.660,33.940,61.380,56.290,52.720,28.980
2012-09-04,112.130,28.800,35.490,130.230,30.920,39.070,51.340,21.200,16.810,11.840,12.620,33.780,61.710,55.920,51.760,29.130
2012-09-05,112.130,28.660,35.490,130.370,30.610,38.860,51.200,21.330,16.720,11.750,12.520,33.720,61.820,55.080,52.250,29.090
2012-09-06,111.870,28.650,36.220,132.780,31.150,39.780,52.460,21.990,16.960,12.370,12.670,34.480,62.830,56.360,53.780,30.160
2012-09-07,111.890,28.970,37.090,132.940,31.190,40.640,53.260,22.480,17.390,12.780,12.840,34.840,63.350,57.690,55.280,30.760
2012-09-10,111.910,29.010,36.820,132.480,31.090,40.120,52.840,22.270,17.360,12.550,12.820,34.640,62.870,56.830,54.090,30.410
2012-09-11,111.820,29.070,37.270,133.090,31.100,40.650,53.440,22.740,17.530,12.830,12.970,34.820,63.250,57.330,54.840,30.960
2012-09-12,111.570,29.220,37.610,133.370,31.460,40.780,53.790,22.940,17.690,13.000,13.180,34.920,63.490,57.930,54.830,31.250
2012-09-13,111.830,29.420,38.370,135.390,31.820,41.910,54.620,23.250,17.950,13.310,13.430,35.580,65.100,59.530,56.470,31.640
2012-09-14,111.370,29.730,38.500,135.860,32.440,42.370,55.150,23.530,18.220,13.390,13.600,35.900,65.740,60.550,57.060,32.120
2012-09-17,111.550,28.910,38.600,135.530,32.310,41.910,54.860,23.470,18.120,13.340,13.520,35.760,65.300,59.840,56.480,31.940
2012-09-18,111.620,28.700,37.920,135.610,32.380,41.940,54.630,23.250,18.190,12.950,13.520,35.720,65.240,59.930,56.480,31.500
2012-09-19,111.840,28.280,38.220,135.730,32.290,41.930,54.860,23.370,18.280,13.020,13.560,35.880,65.560,60.110,56.270,31.650
2012-09-20,111.770,28.440,37.920,135.950,32.060,41.710,54.500,23.270,18.110,12.700,13.520,35.640,64.870,59.540,56.160,31.400
2012-09-21,111.950,28.630,38.110,135.460,32.150,41.760,54.520,23.420,18.070,12.750,13.540,35.600,64.630,59.520,55.850,31.490
2012-09-24,112.030,28.330,37.790,135.280,32.050,41.740,54.350,23.280,18.130,12.780,13.550,35.540,64.730,59.550,55.950,31.290
2012-09-25,112.250,28.360,37.280,134.340,31.980,41.110,54.000,23.020,17.900,12.590,13.340,35.300,64.340,58.520,54.760,30.990
2012-09-26,112.360,28.160,36.980,133.900,31.740,40.930,53.450,22.730,17.860,12.310,13.240,35.000,64.480,58.360,54.630,30.470
2012-09-27,112.290,28.510,37.410,134.600,32.100,41.610,54.070,22.970,18.200,12.470,13.410,35.300,65.420,59.590,54.760,30.830
2012-09-28,112.450,28.680,36.920,134.050,31.620,41.320,53.000,22.580,18.200,12.030,13.360,34.820,65.390,59.130,54.050,30.050
2012-10-01,112.200,28.720,37.100,134.780,31.640,41.740,53.440,22.720,18.340,12.270,13.480,35.020,66.120,59.650,54.560,30.390
2012-10-02,112.290,28.570,37.570,134.480,31.480,41.800,53.640,22.910,18.320,12.400,13.550,35.040,65.950,59.180,54.540,30.660
2012-10-03,112.250,28.080,37.540,134.680,31.450,41.510,53.420,22.910,18.390,12.390,13.490,34.960,65.690,59.310,54.000,30.580
2012-10-04,112.130,28.690,37.950,135.520,31.770,41.940,54.060,23.170,18.410,12.550,13.490,35.460,66.990,59.750,54.330,30.940
2012-10-05,111.860,28.540,38.000,135.960,31.780,41.950,54.140,23.320,18.450,12.730,13.500,35.340,67.580,59.860,54.220,31.200
2012-10-08,112.030,28.460,37.900,135.650,31.530,41.580,53.820,23.020,18.330,12.550,13.300,35.120,67.280,59.300,54.750,30.920
2012-10-09,111.910,28.670,37.240,134.590,31.010,41.270,53.040,22.580,18.260,12.320,13.140,34.740,66.670,58.450,54.270,30.290
2012-10-10,112.090,28.620,36.930,133.290,30.770,40.990,52.890,22.550,18.210,12.290,13.050,34.620,66.070,57.450,53.830,30.150
2012-10-11,112.230,28.950,37.260,133.130,31.080,41.400,53.230,22.770,18.150,12.410,13.020,34.880,66.610,57.670,54.260,30.490
2012-10-12,112.320,28.550,37.160,133.130,31.100,41.280,53.170,22.780,18.080,12.400,12.930,34.860,66.740,57.240,53.970,30.470
2012-10-15,112.380,28.410,37.400,134.020,31.350,41.510,53.690,22.960,18.220,12.570,13.120,35.040,67.490,57.750,54.600,30.770
2012-10-16,112.200,28.430,37.770,135.300,31.860,41.940,54.590,23.400,18.450,12.970,13.200,35.480,68.390,58.520,54.860,31.570
2012-10-17,111.850,28.440,38.280,135.430,32.040,42.290,55.090,23.580,18.530,13.230,13.250,35.760,68.720,58.960,55.180,31.960
2012-10-18,111.810,28.430,38.240,135.360,32.300,42.160,54.860,23.550,18.490,13.050,13.120,35.480,68.670,58.940,55.100,31.820
2012-10-19,111.950,28.010,37.690,133.090,31.910,41.470,54.110,23.220,18.230,12.700,12.830,35.160,67.950,57.420,54.360,31.310
2012-10-22,111.800,27.870,37.770,133.100,32.560,41.900,54.520,23.300,18.480,12.880,12.940,35.320,67.620,58.220,54.730,31.500
2012-10-23,112.050,27.530,37.430,130.730,31.820,41.040,53.350,22.700,18.340,12.510,12.640,34.600,66.890,56.640,53.330,30.710
2012-10-24,111.970,27.450,37.240,130.500,31.870,41.080,53.380,22.600,18.720,12.510,12.720,34.720,66.930,56.630,53.240,30.570
2012-10-25,111.730,27.520,37.270,130.780,32.320,41.530,53.700,22.730,18.900,12.430,12.740,35.060,66.770,57.870,53.790,30.610
2012-10-26,112.050,27.580,37.270,130.790,31.950,41.240,53.610,22.790,18.630,12.510,12.610,35.020,66.470,57.370,53.620,30.750
2012-10-29,112.050,27.580,37.270,130.790,31.950,41.240,53.610,22.790,18.630,12.510,12.610,35.020,66.470,57.370,53.620,30.750
2012-10-31,112.150,27.560,37.390,130.600,31.830,41.110,53.570,22.940,18.500,12.470,12.600,34.960,65.530,57.580,53.320,30.820
2012-11-01,111.800,27.610,37.690,131.980,32.200,41.860,54.210,23.130,18.900,12.720,12.770,35.400,66.230,58.050,54.400,31.180
2012-11-02,111.830,27.140,37.600,130.670,32.010,41.530,53.660,22.880,18.860,12.430,12.640,35.020,66.380,57.860,54.080,30.830
2012-11-05,112.060,27.370,37.210,130.870,32.000,41.800,53.560,22.870,19.000,12.300,12.760,34.960,66.060,58.060,54.420,30.640
2012-11-06,111.740,27.870,37.660,132.050,32.130,42.140,54.070,23.080,19.210,12.480,12.890,35.360,66.510,58.850,54.860,31.000
2012-11-07,112.000,27.340,37.180,129.250,31.600,41.460,53.260,22.570,18.810,12.220,12.710,34.800,64.940,57.950,54.100,30.380
2012-11-08,112.150,27.380,36.890,127.990,31.230,40.890,52.800,22.320,18.520,11.930,12.730,34.420,64.150,57.170,53.180,29.970
2012-11-09,112.080,27.600,36.610,127.920,31.380,41.000,52.800,22.140,18.530,11.920,12.930,34.340,63.860,57.320,52.770,29.870
2012-11-12,112.050,27.470,36.610,128.040,31.140,41.140,52.780,22.230,18.670,11.990,12.970,34.320,63.980,57.680,52.510,29.970
2012-11-13,112.230,27.420,36.140,127.530,31.090,40.780,52.490,22.020,18.500,11.970,12.710,34.140,64.340,57.130,52.030,29.800
2012-11-14,112.280,27.500,35.850,125.810,31.070,40.140,51.960,21.840,18.370,11.950,12.580,33.720,63.520,56.610,51.250,29.700
2012-11-15,112.170,27.390,35.770,125.510,31.810,40.260,52.100,21.850,18.430,11.990,12.680,33.760,63.430,56.750,51.240,29.770
2012-11-16,112.210,27.510,35.650,125.560,32.350,40.410,52.090,21.700,18.450,11.820,12.690,33.620,64.340,56.650,51.010,29.480
2012-11-19,112.290,28.030,36.200,127.630,32.940,41.100,53.190,22.210,18.750,12.210,12.830,34.240,65.340,58.090,51.880,30.260
2012-11-20,112.080,27.840,36.290,127.710,32.930,41.020,53.300,22.380,18.660,12.190,12.820,34.400,65.680,58.340,51.920,30.470
2012-11-21,111.890,27.960,36.580,128.150,33.230,40.960,53.390,22.470,18.780,12.270,12.650,34.500,66.130,58.100,51.510,30.590
2012-11-23,111.960,28.060,37.210,129.890,33.530,41.630,54.540,23.140,19.160,12.610,13.200,35.080,66.980,59.010,52.160,31.440
2012-11-26,112.000,28.020,37.300,129.520,33.380,41.640,54.410,23.140,19.140,12.550,13.290,34.960,66.630,58.760,52.060,31.350
2012-11-27,112.150,27.980,37.200,128.680,33.240,41.280,54.140,23.080,19.010,12.350,13.220,34.800,66.250,58.850,51.430,31.130
2012-11-28,112.170,27.890,37.200,129.640,33.240,41.510,54.530,23.260,19.120,12.500,13.320,35.060,66.830,59.370,51.520,31.440
2012-11-29,112.310,28.080,37.790,130.140,33.610,41.820,55.000,23.390,19.160,12.770,13.490,35.340,67.340,59.700,51.880,31.730
2012-11-30,112.250,28.100,37.970,130.100,33.590,41.780,55.070,23.520,19.110,12.750,13.560,35.360,67.260,59.640,51.580,31.870
2012-12-03,111.600,28.170,38.190,129.550,33.450,41.770,55.140,23.610,18.980,12.790,13.500,35.440,67.490,59.650,51.510,31.970
2012-12-04,111.670,27.920,38.250,129.390,33.300,41.890,55.280,23.760,18.890,13.010,13.550,35.500,67.720,59.600,51.460,32.180
2012-12-05,111.770,27.890,38.810,130.240,33.570,42.340,55.360,23.770,19.180,12.890,13.630,35.660,67.770,59.950,52.340,32.220
2012-12-06,111.760,27.640,38.700,130.740,33.680,42.660,55.470,23.850,19.250,12.750,13.680,35.660,68.540,60.480,52.770,32.190
2012-12-07,111.660,27.610,38.630,131.560,33.820,42.780,55.500,23.720,19.280,12.570,13.700,35.700,68.920,60.830,53.070,32.040
2012-12-10,111.680,27.550,38.410,131.740,33.660,43.030,55.550,23.760,19.260,12.350,13.690,35.780,69.740,61.220,53.540,31.990
2012-12-11,111.640,27.500,38.730,132.500,33.740,43.250,55.870,24.030,19.340,12.570,13.730,35.880,69.960,61.800,54.010,32.340
2012-12-12,111.330,27.630,39.150,132.510,34.190,43.380,56.050,24.180,19.360,12.720,13.790,36.000,70.220,61.830,54.050,32.550
2012-12-13,111.150,27.380,39.150,131.820,34.280,43.190,55.880,24.090,19.230,12.770,13.820,35.860,69.560,62.060,53.670,32.510
2012-12-14,111.350,27.550,39.470,131.460,34.460,43.380,56.080,24.280,19.410,12.930,13.790,35.940,69.900,62.110,54.190,32.780
2012-12-17,111.080,27.530,39.750,132.440,34.760,43.500,56.320,24.380,19.340,13.110,13.710,36.080,70.590,62.480,54.090,32.840
2012-12-18,110.820,27.600,40.250,133.550,35.330,43.530,56.280,24.630,19.190,13.190,13.460,35.860,71.210,62.320,54.350,33.080
2012-12-19,111.010,27.700,40.650,132.620,36.090,43.510,56.480,24.610,19.140,13.260,13.310,35.900,70.840,62.380,55.090,33.230
2012-12-20,111.020,27.570,41.000,133.190,36.440,43.770,56.860,24.730,19.270,13.380,13.310,36.060,70.710,62.290,55.540,33.400
2012-12-21,111.120,27.520,40.420,131.790,36.040,43.260,56.510,24.570,19.130,13.320,13.150,35.680,69.590,61.650,54.970,33.200
2012-12-24,111.130,27.430,40.160,130.970,36.040,43.180,56.360,24.480,19.130,13.220,13.150,35.700,69.260,61.530,54.830,33.060
2012-12-26,111.050,27.710,40.230,130.810,36.330,43.300,56.350,24.520,19.210,13.240,13.240,35.600,69.090,61.380,55.180,32.990
2012-12-27,111.110,27.710,40.530,130.600,36.490,43.540,56.610,24.610,19.230,13.400,13.340,35.640,69.360,61.660,55.440,33.300
2012-12-28,111.280,27.630,40.150,129.070,36.350,43.700,56.010,24.260,19.190,13.160,13.420,35.320,69.430,62.260,55.260,32.720
2012-12-31,111.080,27.780,41.080,130.580,36.880,44.350,56.860,24.700,19.420,13.450,13.620,35.880,70.530,63.350,55.940,33.460
2013-01-02,110.950,27.880,41.220,133.770,38.030,45.220,57.740,24.990,19.870,13.640,13.820,36.420,71.860,64.970,56.960,33.710
2013-01-03,110.670,27.650,40.950,133.630,37.740,44.900,57.180,24.600,19.590,13.490,13.680,36.100,71.730,63.860,57.320,33.240
2013-01-04,110.790,27.530,41.440,134.060,37.990,44.990,57.470,24.740,19.720,13.670,13.630,36.360,72.250,63.600,57.180,33.550
2013-01-07,110.730,27.580,41.660,133.510,37.490,44.650,57.220,24.670,19.760,13.550,13.480,36.280,72.100,63.070,56.860,33.410
2013-01-08,110.830,27.650,41.550,133.060,36.660,44.250,56.900,24.490,19.650,13.580,13.360,36.120,71.890,62.660,56.100,33.310
2013-01-09,110.750,27.610,41.720,133.710,37.410,44.440,57.190,24.500,19.910,13.800,13.480,36.180,72.710,62.660,56.440,33.340
2013-01-10,110.740,27.710,42.570,134.540,37.970,44.820,57.920,24.900,20.040,14.210,13.710,36.560,73.450,63.420,56.980,33.960
2013-01-11,110.850,27.590,42.700,134.720,38.530,44.470,58.040,25.080,19.930,14.300,13.610,36.540,73.350,63.060,56.410,34.250
2013-01-14,110.950,27.770,42.630,134.890,38.800,44.660,58.110,25.210,19.900,14.190,13.580,36.440,73.720,62.980,56.680,34.230
2013-01-15,110.980,27.650,42.310,135.080,38.560,44.470,58.020,24.920,19.910,14.260,13.500,36.500,73.490,62.540,56.500,34.120
2013-01-16,111.040,27.680,42.000,134.890,37.840,44.430,57.740,24.820,19.980,14.060,13.370,36.240,73.520,62.150,56.330,33.980
2013-01-17,110.800,27.800,42.840,135.830,38.700,44.680,58.210,25.170,20.080,14.320,13.400,36.360,73.800,62.720,56.850,34.460
2013-01-18,110.930,27.980,43.010,136.090,38.970,44.780,58.150,25.060,20.120,14.310,13.450,36.300,73.670,62.450,56.840,34.350
2013-01-22,110.870,28.060,43.180,136.740,38.080,44.700,58.180,25.040,20.170,14.430,13.480,36.380,74.020,62.310,56.820,34.400
2013-01-23,110.990,28.090,43.130,137.460,37.700,44.470,58.120,25.030,20.140,14.310,13.440,36.480,74.120,61.620,56.840,34.290
2013-01-24,110.840,28.070,43.270,138.020,38.740,44.310,58.400,25.220,20.290,14.370,13.310,36.560,74.310,60.990,56.700,34.510
2013-01-25,110.570,28.010,43.880,138.620,39.430,44.160,59.030,25.800,20.310,14.570,13.240,36.900,74.180,59.780,56.770,35.160
2013-01-28,110.410,28.000,43.950,138.650,38.720,43.850,58.740,25.680,20.190,14.610,13.190,36.680,74.010,59.120,56.610,35.130
2013-01-29,110.340,28.160,43.850,139.230,39.240,44.340,59.140,25.810,20.350,14.390,13.390,37.020,74.640,59.900,57.200,35.180
2013-01-30,110.290,28.480,43.840,138.760,39.690,44.130,59.200,25.780,20.340,14.190,13.380,37.000,74.140,59.580,56.570,35.090
2013-01-31,110.390,28.470,43.420,138.410,39.850,44.220,58.980,25.710,20.290,14.200,13.400,36.940,73.620,59.570,56.770,34.720
2013-02-01,109.940,28.580,44.100,139.740,40.260,44.500,59.450,26.090,20.330,14.290,13.440,36.940,74.950,59.540,57.080,35.280
2013-02-04,110.250,28.480,43.060,138.570,39.960,43.920,58.380,25.140,19.990,13.460,13.420,36.500,74.110,58.810,56.300,33.880
2013-02-05,110.020,28.590,43.200,139.390,40.530,43.970,58.650,25.340,19.930,13.670,13.430,36.420,74.460,59.030,56.120,34.220
2013-02-06,110.210,28.550,43.460,139.580,41.130,43.920,58.640,25.050,20.030,13.610,13.520,36.600,74.070,58.720,56.110,33.950
2013-02-07,110.250,28.440,43.280,139.290,41.000,43.530,58.160,24.870,19.900,13.290,13.470,36.380,73.020,58.510,55.980,33.450
2013-02-08,110.280,28.550,43.490,139.730,40.440,43.850,58.530,24.970,20.120,13.410,13.520,36.680,73.210,59.560,55.940,33.690
2013-02-11,110.170,28.450,43.370,139.520,41.410,43.830,58.470,24.950,20.170,13.290,13.560,36.480,73.070,59.800,55.830,33.590
2013-02-12,110.150,28.500,43.790,140.050,40.960,43.950,58.760,25.150,20.210,13.420,13.590,36.720,73.010,59.800,55.900,33.990
2013-02-13,110.040,28.510,44.150,139.870,40.710,44.170,58.900,25.340,20.240,13.500,13.600,36.740,71.810,60.570,56.410,34.180
2013-02-14,110.240,28.470,43.670,139.860,40.120,44.140,58.580,24.960,20.200,13.280,13.690,36.520,71.450,61.010,56.150,33.850
2013-02-15,110.250,28.350,43.750,139.450,40.350,43.990,58.430,24.840,20.220,13.210,13.640,36.460,71.730,60.980,56.170,33.620
2013-02-19,110.120,28.240,44.180,139.970,40.860,44.080,59.120,25.360,20.150,13.400,13.720,36.600,72.750,61.210,56.320,34.200
2013-02-20,110.190,27.920,43.830,138.880,40.770,43.680,58.540,25.000,20.020,13.120,13.670,36.100,71.720,61.760,55.090,33.650
2013-02-21,110.250,27.600,43.050,138.510,40.200,43.090,57.660,24.530,19.790,12.670,13.510,35.820,71.310,61.480,54.250,32.930
2013-02-22,110.310,27.600,43.540,139.810,41.000,43.280,58.490,24.770,19.620,12.940,13.580,36.140,71.560,61.980,54.820,33.550
2013-02-25,110.730,27.470,41.770,137.660,39.600,42.700,57.090,24.310,19.590,12.200,13.320,35.280,70.340,60.510,54.200,32.360
2013-02-26,110.700,27.420,42.360,138.780,40.500,42.940,57.550,24.360,19.630,12.290,13.380,35.400,70.080,61.310,54.660,32.590
2013-02-27,110.730,27.250,43.010,140.600,40.610,43.410,58.280,24.740,20.010,12.530,13.510,35.900,70.980,62.180,55.030,33.270
2013-02-28,110.830,27.130,42.760,140.280,40.940,43.200,58.220,24.670,20.120,12.440,13.520,35.940,71.320,61.690,55.130,33.120
2013-03-01,110.660,26.940,42.370,140.740,41.670,43.310,58.100,24.490,20.120,12.250,13.560,35.760,71.300,61.940,55.200,32.930
2013-03-04,110.580,26.840,42.330,141.070,41.610,42.900,58.350,24.550,19.920,12.230,13.350,35.900,71.240,61.650,54.780,33.100
2013-03-05,110.490,27.090,42.760,142.340,41.740,43.420,58.930,24.930,19.960,12.430,13.570,36.300,71.650,62.190,55.100,33.560
2013-03-06,110.370,26.940,42.630,142.840,42.460,43.630,59.080,25.150,19.990,12.470,13.560,36.160,71.850,61.780,56.440,33.620
2013-03-07,110.140,27.120,42.980,143.140,42.520,43.750,59.250,25.380,20.130,12.610,13.600,36.260,71.640,61.490,57.290,33.990
2013-03-08,109.820,27.200,43.020,143.760,43.190,44.130,59.380,25.330,20.290,12.610,13.690,36.160,72.910,61.100,57.650,34.040
2013-03-11,109.880,27.220,42.880,144.360,43.480,43.890,59.560,25.380,20.240,12.620,13.660,36.300,72.860,60.670,57.260,34.130
2013-03-12,110.080,27.280,42.760,144.400,42.910,43.390,59.260,25.310,20.060,12.530,13.520,36.120,73.290,59.910,57.040,33.980
2013-03-13,109.990,27.140,42.520,144.460,43.230,42.980,59.160,25.210,19.840,12.350,13.560,36.180,72.140,59.780,56.290,33.840
2013-03-14,110.110,27.340,42.890,145.330,43.530,43.160,59.750,25.510,19.830,12.580,13.530,36.880,72.290,59.790,56.020,34.290
2013-03-15,110.210,27.400,43.230,144.820,43.470,42.770,59.870,25.550,19.580,12.580,13.350,36.600,71.190,58.790,55.730,34.240
2013-03-18,110.310,27.240,42.590,144.170,43.270,42.280,59.210,25.150,19.340,12.280,13.230,36.380,70.500,58.400,55.320,33.650
2013-03-19,110.470,27.040,42.490,144.300,43.440,41.990,59.030,24.970,19.320,12.180,13.150,36.500,70.050,58.190,55.060,33.370
2013-03-20,110.350,27.230,42.640,144.810,44.230,42.230,59.390,25.210,19.500,12.410,13.200,36.400,71.050,58.050,54.740,33.780
2013-03-21,110.370,27.110,42.400,143.890,43.730,41.800,58.850,24.860,19.440,12.300,13.100,36.220,70.900,57.180,53.850,33.300
2013-03-22,110.410,27.160,42.580,144.900,43.560,41.960,59.360,25.070,19.540,12.560,13.130,36.520,71.590,57.770,53.700,33.680
2013-03-25,110.370,27.180,42.220,144.210,43.060,41.920,58.620,24.640,19.390,12.050,13.150,36.240,72.240,58.480,53.390,32.890
2013-03-26,110.500,27.430,42.050,145.280,43.510,42.520,58.980,24.710,19.710,11.950,13.320,36.400,73.530,59.450,53.710,32.900
2013-03-27,110.730,27.570,41.710,144.960,43.550,42.680,58.700,24.300,19.770,11.720,13.350,36.260,74.480,59.550,54.230,32.420
2013-03-28,110.730,27.310,41.760,145.320,43.190,42.770,58.980,24.470,19.840,11.800,13.340,36.540,74.590,59.430,54.480,32.650
2013-04-01,110.570,27.310,41.640,145.350,41.200,42.310,58.170,24.350,19.660,11.630,13.320,36.320,74.080,58.810,53.970,32.470
2013-04-02,110.450,27.180,41.880,146.270,41.240,42.320,58.810,24.740,19.980,11.770,13.410,36.580,74.870,58.440,53.590,32.970
2013-04-03,110.570,26.720,41.800,145.140,40.820,41.830,58.520,24.670,19.800,11.590,13.340,36.360,73.660,57.910,53.350,32.780
2013-04-04,110.880,26.690,41.790,145.770,43.880,41.710,59.040,24.700,19.830,11.740,13.320,36.360,73.500,56.870,53.230,32.870
2013-04-05,111.200,26.670,41.580,145.310,44.510,41.610,58.770,24.360,19.460,11.890,13.280,36.180,73.870,55.770,54.110,32.580
2013-04-08,111.010,26.750,41.400,145.950,45.420,41.680,59.000,24.410,19.430,11.850,13.040,36.080,74.320,55.480,54.070,32.720
2013-04-09,111.050,26.920,41.960,146.510,45.360,42.090,59.210,24.460,19.460,12.050,13.050,36.280,75.350,55.930,55.140,32.950
2013-04-10,110.820,26.860,42.510,147.780,46.520,42.500,60.080,24.930,19.730,12.370,13.130,36.700,76.260,57.000,55.710,33.550
2013-04-11,110.840,26.750,42.920,148.400,47.300,42.520,60.560,25.070,19.730,12.420,13.250,36.860,76.710,56.910,55.200,33.750
2013-04-12,111.200,26.420,43.020,148.420,46.680,41.880,60.410,24.900,19.710,12.370,13.080,36.860,75.450,55.120,54.980,33.600
2013-04-15,111.250,25.630,41.820,145.810,45.340,40.860,59.220,24.350,19.300,11.880,12.900,36.080,72.450,54.890,52.910,32.770
2013-04-16,111.250,25.900,42.450,147.360,46.250,41.700,60.060,24.800,19.490,12.190,13.200,36.440,73.480,56.580,53.710,33.330
2013-04-17,111.250,25.520,41.410,145.950,46.180,41.040,58.810,23.940,19.360,11.990,13.000,35.780,72.010,55.640,52.510,32.310
2013-04-18,111.230,25.790,41.160,145.180,45.860,41.040,58.630,23.780,19.370,12.000,13.160,35.820,71.830,54.800,52.440,32.200
2013-04-19,111.240,25.730,41.500,145.140,46.950,41.640,59.100,23.810,19.740,12.200,13.540,35.980,72.560,55.240,53.200,32.470
2013-04-22,111.380,25.810,41.630,145.320,46.910,41.840,59.350,23.930,19.900,12.500,13.540,36.080,72.780,55.880,53.120,32.720
2013-04-23,111.330,25.650,41.950,146.800,47.560,42.040,60.190,24.360,19.860,12.810,13.550,36.680,73.190,56.090,53.760,33.450
2013-04-24,111.310,25.930,42.290,146.450,47.960,42.300,60.710,24.660,20.030,12.810,13.610,36.840,72.360,56.450,54.290,33.810
2013-04-25,111.260,26.270,42.630,146.760,48.070,42.670,61.030,24.780,20.310,12.820,13.700,37.180,73.190,57.320,54.560,33.830
2013-04-26,111.490,26.120,42.740,146.880,47.420,42.240,61.080,24.890,20.270,12.870,13.610,37.380,72.040,56.820,53.720,33.870
2013-04-29,111.560,26.470,43.280,147.860,47.650,42.680,61.860,25.260,20.390,13.220,13.880,37.660,71.610,57.280,54.160,34.530
2013-04-30,111.540,26.270,43.480,148.020,47.560,43.290,61.940,25.470,20.460,13.150,14.000,37.580,72.350,58.420,55.150,34.530
2013-05-01,111.390,25.800,43.360,146.740,46.870,42.820,61.570,25.250,20.240,12.970,13.880,37.520,71.220,57.840,54.470,34.290
2013-05-02,111.400,26.130,43.560,147.960,47.250,43.160,61.760,25.340,20.310,13.020,14.030,37.640,71.860,58.180,54.680,34.460
2013-05-03,110.990,26.420,43.970,149.360,48.210,43.520,62.550,25.910,20.490,13.170,14.110,38.120,73.440,58.650,54.810,35.000
2013-05-06,110.810,26.450,43.980,149.430,48.410,43.580,62.470,25.850,20.590,13.130,14.080,38.160,72.810,58.280,54.740,34.980
