,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU
2009-07-23,102.390,22.630,30.060,90.630,38.730,35.570,48.960,19.790,15.270,17.350,11.350,28.280,40.560,39.890,56.920,32.790
2009-07-24,102.390,22.650,30.110,90.970,38.780,35.400,49.260,19.910,15.100,17.460,11.200,28.460,40.240,39.800,57.080,32.940
2009-07-27,102.080,22.740,30.450,91.140,38.610,35.710,49.310,19.930,15.240,17.570,11.170,28.400,40.430,40.300,57.530,33.170
2009-07-28,102.270,22.490,29.950,90.990,38.650,35.550,49.100,19.640,15.290,17.310,11.430,28.160,40.290,40.250,57.250,32.750
2009-07-29,102.450,21.910,29.570,90.680,38.710,34.750,48.700,19.640,14.960,17.270,11.220,27.900,39.520,39.960,55.920,32.570
2009-07-30,102.580,22.590,30.550,91.420,39.330,35.610,49.650,19.810,15.340,17.540,11.370,28.500,40.300,41.190,57.500,33.120
2009-07-31,103.100,23.040,31.000,91.670,39.700,35.780,50.410,20.140,15.340,17.600,11.330,28.660,40.800,41.640,57.600,33.570
2009-08-03,102.550,23.690,32.280,92.860,39.990,37.120,51.580,20.790,15.820,18.150,11.420,29.680,42.080,42.750,60.390,34.490
2009-08-04,102.240,23.700,32.400,93.190,39.970,36.780,51.500,20.730,15.530,17.990,11.150,29.640,42.330,42.360,60.830,34.440
2009-08-05,102.150,23.950,32.790,92.830,39.740,36.470,51.290,20.570,15.150,18.080,10.970,29.900,42.660,41.920,61.190,34.410
2009-08-06,102.200,23.400,32.790,92.630,39.720,36.170,50.970,20.420,15.160,17.960,10.960,29.480,42.250,41.700,60.140,34.120
2009-08-07,101.590,23.290,32.480,93.790,39.860,36.530,50.920,20.410,15.100,17.970,11.100,29.680,43.360,42.730,61.030,34.130
2009-08-10,102.380,23.280,32.490,93.500,39.420,36.120,50.610,20.300,15.080,18.050,10.990,29.260,43.540,41.720,60.810,34.010
2009-08-11,102.380,23.280,32.490,93.500,39.420,36.120,50.610,20.300,15.080,18.050,10.990,29.260,43.540,41.720,60.810,34.010
2009-08-12,102.690,23.050,32.590,93.770,39.990,35.760,50.890,20.160,15.120,18.150,11.060,29.140,42.900,41.080,60.210,34.090
2009-08-13,102.950,23.360,33.180,94.190,40.020,36.380,51.670,20.470,15.160,18.510,11.240,29.740,43.520,41.630,60.870,34.530
2009-08-14,103.130,22.700,33.220,93.410,40.000,35.720,51.230,20.220,15.060,18.280,11.170,29.560,43.060,41.510,59.800,34.220
2009-08-17,103.560,22.360,32.120,91.610,39.250,34.320,49.580,19.570,14.560,17.600,10.820,28.600,41.760,39.150,57.660,32.990
2009-08-18,103.220,22.800,32.740,92.300,39.690,35.070,50.440,19.720,14.880,17.900,10.870,29.200,42.310,40.400,58.960,33.360
2009-08-19,103.430,22.960,32.660,93.130,39.860,35.160,50.870,19.970,14.830,18.030,10.830,29.420,42.620,40.650,59.370,33.760
2009-08-20,103.600,22.770,33.490,93.790,40.240,35.770,51.230,20.190,15.050,18.200,10.800,29.660,43.420,41.680,60.150,34.210
2009-08-21,103.000,22.940,34.250,95.030,40.680,36.310,52.350,20.840,15.190,18.680,10.840,30.280,44.320,42.360,61.400,35.300
2009-08-24,103.420,22.980,34.480,95.130,40.580,36.470,52.340,20.840,15.170,18.860,10.970,30.180,43.780,42.640,61.240,35.310
2009-08-25,103.590,22.650,34.670,95.480,41.120,36.390,52.860,21.100,15.130,19.070,10.920,30.240,43.660,42.360,60.250,35.800
2009-08-26,103.740,22.590,34.880,95.460,40.820,36.280,52.640,21.050,15.050,19.130,10.740,30.020,43.230,42.460,60.220,35.720
2009-08-27,103.660,22.780,34.740,95.820,41.350,36.210,53.040,21.120,15.000,19.300,10.790,30.120,43.480,42.340,60.260,36.030
2009-08-28,103.590,22.730,35.050,95.580,41.100,36.020,53.070,21.080,14.880,19.210,10.940,30.320,43.650,42.350,59.540,35.980
2009-08-31,104.020,22.110,34.930,95.050,41.020,35.310,52.680,20.910,14.420,19.100,10.840,29.900,42.430,41.590,58.210,35.670
2009-09-01,103.510,21.770,34.000,93.210,40.410,34.640,51.370,20.170,14.200,18.520,10.960,29.400,40.960,41.840,56.860,34.520
2009-09-02,104.060,21.820,33.400,92.830,40.630,35.010,51.310,20.150,14.200,18.340,11.240,29.500,41.280,42.570,57.290,34.400
2009-09-03,103.870,21.710,33.880,93.450,40.390,35.710,51.710,20.240,14.440,18.650,11.470,29.860,42.000,42.950,58.210,34.650
2009-09-04,103.670,21.620,34.260,94.450,40.420,36.400,52.500,20.680,14.880,18.970,11.560,30.320,42.610,43.300,59.840,35.360
2009-09-08,103.520,22.020,36.090,95.060,40.780,37.150,53.540,21.200,15.190,19.450,11.810,30.820,44.140,43.730,61.570,36.430
2009-09-09,103.720,22.110,36.590,95.530,41.210,37.350,54.200,21.510,15.290,19.680,11.850,31.280,43.490,43.800,61.630,36.780
2009-09-10,104.250,22.230,36.800,96.340,41.460,37.840,54.680,21.820,15.470,19.950,12.000,31.680,44.120,44.640,62.910,37.260
2009-09-11,104.240,21.940,37.020,96.220,41.630,37.860,54.610,21.830,15.450,19.910,11.970,31.500,44.530,44.810,62.500,37.140
2009-09-14,104.090,21.820,37.000,96.320,41.430,37.720,54.720,21.900,15.380,20.090,11.840,31.500,44.200,44.410,63.250,37.350
2009-09-15,103.930,22.330,37.450,96.900,41.590,38.170,54.730,22.030,15.380,20.220,11.950,31.540,44.720,45.540,63.950,37.680
2009-09-16,104.010,22.620,38.020,98.080,41.490,39.130,55.810,22.420,15.660,20.640,12.210,32.040,45.720,46.840,65.540,38.460
2009-09-17,104.500,22.630,38.300,98.060,41.220,38.920,55.450,22.420,15.640,20.470,12.100,32.040,45.420,46.530,64.900,38.340
2009-09-18,104.240,22.430,38.230,98.110,41.220,39.030,55.600,22.430,15.550,20.520,12.180,31.900,45.010,46.770,65.180,38.470
2009-09-21,104.160,21.940,37.250,97.740,40.790,38.690,55.010,22.160,15.420,20.160,12.180,31.400,44.360,46.460,65.400,38.060
2009-09-22,104.090,22.300,37.870,98.210,41.480,39.280,55.770,22.480,15.740,20.290,12.220,31.860,44.470,47.580,66.740,38.480
2009-09-23,104.350,21.800,37.580,97.580,41.590,38.690,55.290,22.250,15.500,20.240,12.030,31.560,43.390,47.220,65.690,38.190
2009-09-24,104.480,21.520,36.900,96.990,41.060,37.930,54.480,21.820,15.170,19.960,11.810,30.860,42.380,46.340,64.670,37.520
2009-09-25,104.790,21.350,36.540,96.740,40.700,38.090,54.250,21.760,15.220,20.070,11.820,30.660,42.610,46.690,65.310,37.440
2009-09-28,104.780,21.540,36.960,97.840,41.140,38.580,54.990,22.230,15.370,20.370,11.920,30.940,43.580,47.070,66.460,38.130
2009-09-29,104.730,21.460,37.100,97.440,40.270,38.670,54.660,22.160,15.430,20.400,12.060,31.040,43.830,47.130,66.580,37.980
2009-09-30,104.920,22.060,36.840,97.090,40.600,38.910,54.680,22.190,15.520,20.410,12.320,31.020,43.680,47.380,67.640,38.010
2009-10-01,104.820,21.920,36.020,95.120,39.700,37.850,53.250,21.410,15.100,19.830,12.160,30.340,42.250,45.390,66.030,36.780
2009-10-02,104.620,21.700,35.650,94.860,39.310,37.860,52.660,21.290,14.980,19.630,12.070,30.000,42.700,45.110,67.300,36.320
2009-10-05,104.690,22.400,36.100,95.970,39.350,38.740,53.420,21.590,15.150,20.010,12.170,30.260,43.630,45.850,69.290,37.130
2009-10-06,104.540,22.130,36.910,97.290,39.610,39.380,54.320,22.090,15.290,20.410,12.430,30.660,44.910,45.830,69.760,38.040
2009-10-07,104.960,22.170,36.980,97.280,39.670,39.340,54.520,22.150,15.420,20.530,12.480,30.860,45.100,45.170,69.970,37.960
2009-10-08,104.890,22.610,37.680,97.910,40.150,39.820,55.310,22.500,15.670,20.760,12.330,31.140,45.670,45.870,71.690,38.530
2009-10-09,104.160,22.700,37.520,98.690,40.050,39.850,55.170,22.470,15.740,20.780,12.340,30.900,45.880,46.620,72.120,38.570
2009-10-12,104.400,23.160,37.910,98.940,40.200,40.180,55.500,22.740,15.660,21.070,12.350,31.040,46.750,46.400,72.940,38.930
2009-10-13,104.660,23.420,37.760,98.830,39.850,40.250,55.380,22.720,15.670,21.140,12.320,30.860,47.110,46.090,72.800,38.810
2009-10-14,104.410,23.600,38.640,100.230,40.490,41.550,56.710,23.320,15.990,21.640,12.640,31.600,47.920,47.680,75.750,39.980
2009-10-15,104.250,23.840,39.280,100.650,40.290,41.320,56.970,23.350,15.990,21.760,12.530,32.060,47.970,47.660,76.040,39.830
2009-10-16,104.240,23.900,38.920,99.990,39.430,40.750,56.110,22.870,15.730,21.500,12.420,32.200,47.500,46.080,75.490,39.250
2009-10-19,104.450,24.240,39.200,100.860,40.220,41.530,57.010,23.280,16.060,21.700,12.620,32.600,47.970,46.980,76.250,39.750
2009-10-20,104.700,24.090,38.930,100.390,39.780,40.980,56.710,23.100,16.290,21.480,12.420,32.380,47.760,46.240,73.340,39.590
2009-10-21,104.630,24.600,39.070,99.420,40.040,40.760,56.520,23.040,16.330,21.300,12.380,32.520,47.950,45.820,74.510,39.300
2009-10-22,104.470,24.800,39.180,100.740,39.740,41.100,57.070,23.300,16.380,21.520,12.320,32.740,47.940,45.470,75.150,39.790
2009-10-23,104.340,24.710,38.710,99.830,39.050,40.760,56.170,23.120,16.200,21.030,12.230,32.140,47.020,45.430,74.340,39.080
2009-10-26,104.060,24.260,37.800,98.810,38.840,40.250,55.320,22.400,16.090,20.440,12.220,32.020,45.940,45.730,73.660,38.150
2009-10-27,104.470,24.090,37.280,98.820,38.840,39.550,54.880,22.070,15.930,20.060,12.210,31.940,44.930,45.320,71.480,37.610
2009-10-28,104.620,23.470,35.880,97.680,38.390,37.740,53.560,21.280,15.520,19.360,11.870,31.240,43.340,43.450,66.910,36.470
2009-10-29,104.410,24.200,37.010,99.540,38.880,39.410,55.140,22.050,15.810,20.130,11.970,32.140,45.300,44.960,72.060,37.830
2009-10-30,104.810,23.580,35.420,97.060,38.560,37.570,53.300,21.000,15.530,19.190,11.610,30.980,43.600,42.880,68.830,36.270
2009-11-02,104.320,24.000,36.010,97.850,38.670,38.130,53.820,21.170,15.600,19.420,11.770,31.280,44.080,43.130,69.590,36.590
2009-11-03,104.180,24.340,35.730,97.800,38.790,38.190,53.610,21.060,15.630,19.270,11.680,31.540,43.920,42.920,71.010,36.330
2009-11-04,104.010,24.320,36.660,98.170,38.790,38.900,54.150,21.330,15.720,19.570,11.950,31.640,44.710,44.110,72.570,36.980
2009-11-05,104.280,24.190,37.400,100.160,38.980,39.700,54.850,21.750,15.850,19.960,12.110,32.180,45.330,44.210,74.680,37.610
2009-11-06,104.370,23.760,37.450,100.370,38.630,39.650,55.010,21.760,15.810,20.000,12.090,32.320,45.110,44.500,74.390,37.720
2009-11-09,104.510,24.150,38.480,102.420,39.250,41.110,56.550,22.630,16.230,20.610,12.340,33.400,46.820,45.890,77.040,39.010
2009-11-10,104.540,24.030,38.200,102.690,38.700,40.920,56.250,22.350,16.080,20.590,12.300,33.240,46.880,45.360,76.690,38.650
2009-11-11,104.580,24.190,38.300,103.130,38.920,41.270,56.420,22.610,16.070,20.690,12.470,33.080,47.430,45.750,76.040,38.830
2009-11-12,104.790,23.830,37.670,102.170,38.000,40.350,55.600,22.250,15.980,20.320,12.390,32.940,46.840,44.670,73.540,38.290
2009-11-13,104.900,23.810,38.120,102.910,38.590,41.040,56.380,22.490,16.080,20.610,12.500,33.380,47.750,45.100,74.960,38.860
2009-11-16,105.150,24.500,39.210,104.260,39.040,42.070,57.280,23.020,16.320,20.930,13.120,34.200,48.660,46.150,76.770,39.350
2009-11-17,105.240,24.620,39.140,104.590,38.760,41.920,56.900,22.860,16.220,20.740,12.690,34.260,48.390,45.900,77.760,39.130
2009-11-18,105.020,24.640,39.020,104.550,38.220,41.590,56.720,23.010,16.030,20.750,12.650,34.040,47.900,46.090,76.500,39.300
2009-11-19,105.130,24.290,38.190,103.650,37.350,40.820,55.650,22.590,15.910,20.300,12.370,33.440,47.320,45.760,75.850,38.680
2009-11-20,105.170,24.260,37.610,103.250,37.570,40.650,55.340,22.360,15.860,19.960,12.370,32.940,47.050,46.080,75.090,38.100
2009-11-23,105.150,24.370,38.030,104.460,38.070,41.500,56.330,22.910,16.040,20.340,12.470,33.620,48.190,46.870,76.200,38.860
2009-11-24,105.460,24.090,38.270,104.360,37.400,41.270,56.100,22.880,15.900,20.250,12.460,33.580,48.110,46.180,76.740,38.910
2009-11-25,105.560,24.670,38.380,104.630,38.220,41.750,56.850,23.160,16.070,20.520,12.560,33.960,49.020,46.480,77.860,39.440
2009-11-26,105.560,24.670,38.380,104.630,38.220,41.750,56.850,23.160,16.070,20.520,12.560,33.960,49.020,46.480,77.860,39.440
2009-11-27,105.650,24.390,37.340,103.180,37.970,40.130,55.210,22.420,15.690,19.720,12.170,33.320,48.300,44.000,75.580,37.930
2009-11-30,105.830,24.660,37.000,103.580,38.660,40.520,55.390,22.500,15.860,19.740,12.230,32.540,47.910,44.380,76.470,38.040
2009-12-01,105.220,24.840,37.990,104.730,39.780,41.680,56.910,22.980,16.180,20.270,12.430,33.380,49.650,45.580,78.920,38.960
2009-12-02,105.020,24.670,38.380,104.580,39.660,41.850,57.000,22.950,16.210,20.240,12.500,33.660,50.360,46.060,79.790,39.030
2009-12-03,105.030,24.650,38.090,103.690,40.330,41.460,56.870,22.640,16.260,20.160,12.400,33.180,50.400,46.450,78.880,38.720
2009-12-04,104.820,24.450,37.560,103.990,40.610,41.840,56.670,22.720,16.360,20.160,12.410,33.260,50.650,47.060,77.900,38.800
2009-12-07,104.920,24.230,37.510,104.050,39.780,41.480,56.360,22.620,16.240,20.040,12.500,33.040,50.440,47.100,77.770,38.640
2009-12-08,105.060,23.990,36.630,102.940,40.100,40.710,55.380,22.060,16.090,19.520,12.420,32.280,48.970,46.320,76.010,37.750
2009-12-09,104.950,23.690,36.620,103.450,40.100,40.960,55.310,22.110,16.140,19.530,12.530,32.300,49.150,46.870,76.490,37.540
2009-12-10,104.870,23.560,36.370,104.180,40.070,41.200,55.480,22.170,16.120,19.560,12.440,32.360,49.450,47.150,77.020,37.560
2009-12-11,104.620,23.680,36.350,104.920,39.920,41.350,55.460,22.240,16.170,19.540,12.570,32.400,49.740,47.390,77.440,37.560
2009-12-14,104.680,23.810,36.650,105.200,40.000,41.630,56.000,22.450,16.170,19.730,12.560,32.880,50.340,47.660,78.140,37.990
2009-12-15,104.390,23.700,36.280,104.740,39.800,41.200,55.380,22.260,16.040,19.490,12.490,32.600,50.400,47.530,77.440,37.600
2009-12-16,104.580,24.110,36.320,104.670,40.260,41.440,56.030,22.610,16.000,19.700,12.380,32.860,50.330,47.470,77.120,38.050
2009-12-17,104.750,23.740,35.990,103.380,39.730,40.250,54.710,22.020,15.640,19.260,12.320,32.040,49.670,45.820,73.550,37.100
2009-12-18,104.750,23.840,36.000,103.140,39.780,40.360,54.840,22.170,15.540,19.220,12.330,32.080,49.550,45.920,73.800,37.090
2009-12-21,104.310,23.610,35.890,103.880,39.500,40.310,55.000,22.220,15.540,19.430,12.460,32.000,49.360,46.080,73.370,37.440
2009-12-22,104.010,23.780,36.040,104.450,39.600,40.390,54.850,22.400,15.300,19.350,12.410,32.040,49.810,46.200,72.060,37.470
2009-12-23,104.050,24.200,36.360,104.450,39.750,40.790,55.350,22.560,15.480,19.550,12.490,32.260,50.110,46.520,72.730,37.790
2009-12-24,103.870,24.340,36.450,105.000,39.750,41.200,55.570,22.710,15.570,19.660,12.630,32.420,50.380,47.270,73.790,37.900
2009-12-25,103.870,24.340,36.450,105.000,39.750,41.200,55.570,22.710,15.570,19.660,12.630,32.420,50.380,47.270,73.790,37.900
2009-12-28,103.240,24.770,36.570,105.290,39.990,41.340,55.810,22.820,15.510,19.800,12.780,32.400,49.890,47.500,74.130,38.000
2009-12-29,103.060,24.720,36.690,105.290,40.140,41.180,55.900,22.790,15.600,19.770,12.720,32.400,49.880,47.340,74.250,38.160
2009-12-30,103.320,24.690,36.800,105.220,39.730,41.360,55.670,22.550,15.720,19.690,12.820,32.620,49.230,47.620,74.530,37.870
2009-12-31,103.190,24.620,36.500,104.070,39.330,41.500,55.280,22.440,15.660,19.510,12.970,32.400,48.870,47.640,74.610,37.470
2010-01-01,103.190,24.620,36.500,104.070,39.330,41.500,55.280,22.440,15.660,19.510,12.970,32.400,48.870,47.640,74.610,37.470
2010-01-04,103.310,25.240,37.400,105.660,40.190,42.710,56.730,22.900,16.060,19.910,13.340,33.020,51.000,49.350,77.190,38.480
2010-01-05,103.780,25.270,37.570,105.490,40.540,43.020,56.780,22.790,16.210,19.950,13.290,33.240,50.780,49.370,77.280,38.600
2010-01-06,103.720,25.720,37.810,105.560,40.670,43.110,57.020,22.930,16.260,20.010,13.370,33.260,51.400,50.080,77.790,38.760
2010-01-07,103.600,25.400,38.080,105.940,40.430,42.860,56.800,22.770,16.260,20.100,13.270,33.140,51.480,49.060,76.930,38.580
2010-01-08,103.660,25.380,38.460,106.110,40.840,43.200,57.250,22.800,16.270,20.240,13.340,33.320,51.340,49.780,77.470,38.910
2010-01-11,103.580,25.300,38.930,106.540,41.300,43.110,57.720,23.160,16.290,20.410,13.370,33.600,51.320,50.090,77.280,39.160
2010-01-12,104.240,24.760,38.600,106.140,41.570,42.420,57.040,22.760,16.120,20.080,13.190,33.360,50.750,49.400,76.110,38.590
2010-01-13,103.800,24.780,38.680,106.750,41.840,42.550,57.520,22.940,16.020,20.370,13.180,33.600,51.100,49.480,75.890,38.870
2010-01-14,104.070,24.650,38.730,107.030,42.370,42.440,57.960,22.970,15.920,20.450,13.290,33.700,51.050,49.780,74.480,38.950
2010-01-15,104.270,24.370,38.560,106.010,42.250,41.950,57.050,22.440,15.710,19.930,13.220,33.380,50.090,49.400,73.540,37.950
2010-01-18,104.270,24.370,38.560,106.010,42.250,41.950,57.050,22.440,15.710,19.930,13.220,33.380,50.090,49.400,73.540,37.950
2010-01-19,104.100,24.530,38.690,107.170,42.310,42.800,57.610,22.590,15.910,20.060,13.260,33.860,50.890,50.420,74.620,38.350
2010-01-20,104.370,24.070,37.780,106.020,41.290,41.770,56.140,21.920,15.540,19.380,13.000,33.300,49.500,49.480,72.460,37.180
2010-01-21,104.400,23.770,37.080,103.710,41.510,40.510,54.940,21.250,15.080,18.860,12.720,32.280,47.750,49.000,69.130,36.020
2010-01-22,104.460,23.520,36.350,101.630,41.120,39.610,53.870,20.860,14.850,18.360,12.350,31.360,47.280,47.610,67.970,35.330
2010-01-25,104.450,23.630,36.790,101.910,41.460,39.900,54.530,21.080,15.040,18.690,12.410,32.060,46.900,48.070,67.900,35.810
2010-01-26,104.580,23.370,36.380,101.880,41.160,39.070,54.220,21.010,14.900,18.570,12.090,31.840,47.320,46.850,66.830,35.670
2010-01-27,104.500,23.030,36.750,102.300,40.580,38.970,54.160,20.970,14.830,18.400,12.090,32.080,46.860,46.520,66.540,35.570
2010-01-28,104.410,22.950,36.450,101.200,40.520,38.700,53.250,20.580,14.680,17.900,12.110,31.240,46.700,46.270,66.360,34.790
2010-01-29,104.650,22.690,35.670,100.550,39.920,38.280,52.480,20.340,14.630,17.700,12.070,30.860,46.000,45.440,64.690,34.490
2010-02-01,104.180,23.240,36.040,101.840,40.300,39.310,53.440,20.700,15.010,18.130,12.040,31.020,47.090,46.530,67.600,35.170
2010-02-02,104.300,23.740,36.940,102.880,41.210,39.630,54.330,21.000,15.190,18.540,11.800,31.860,47.620,46.690,68.710,36.030
2010-02-03,104.110,23.450,36.870,102.630,40.990,39.400,53.760,20.850,15.130,18.250,12.000,31.380,47.780,46.480,67.760,35.350
2010-02-04,104.360,22.670,35.460,100.040,40.030,37.620,51.570,20.000,14.630,17.270,11.660,30.160,45.990,44.820,63.720,33.500
2010-02-05,104.400,22.380,34.290,100.160,40.100,37.200,51.480,19.700,14.570,16.890,11.500,29.800,46.100,44.280,63.690,32.860
2010-02-08,104.600,22.390,34.120,99.220,39.920,36.830,50.460,19.530,14.520,16.610,11.450,29.400,45.850,43.900,62.840,32.530
2010-02-09,104.410,22.790,35.250,100.650,40.320,38.030,52.050,20.120,14.890,17.290,11.720,30.160,46.630,45.170,65.370,33.770
2010-02-10,104.170,22.880,34.490,100.520,39.950,37.930,51.720,20.050,14.890,17.260,11.770,30.060,46.260,45.090,65.330,33.580
2010-02-11,104.000,23.150,35.020,101.580,40.210,38.930,52.200,20.030,15.160,17.240,11.890,30.580,47.210,46.150,66.930,33.520
2010-02-12,104.020,23.020,34.840,101.270,39.900,38.440,51.750,19.770,15.000,17.060,11.810,30.300,47.420,45.690,66.630,33.110
2010-02-15,104.020,23.020,34.840,101.270,39.900,38.440,51.750,19.770,15.000,17.060,11.810,30.300,47.420,45.690,66.630,33.110
2010-02-16,104.280,23.720,35.510,102.810,40.270,39.430,52.900,20.330,15.260,17.440,11.950,31.060,48.580,46.600,68.340,34.060
2010-02-17,103.960,23.600,35.650,103.380,40.390,39.570,52.970,20.290,15.290,17.440,12.070,31.140,48.750,47.260,68.530,33.950
2010-02-18,103.920,23.810,35.480,103.380,40.420,39.720,53.270,20.330,15.250,17.520,12.160,31.240,49.210,47.560,69.820,34.200
2010-02-19,104.000,23.950,35.420,103.990,39.940,39.380,52.940,20.380,15.150,17.500,12.050,31.080,49.260,46.540,69.750,34.100
2010-02-22,103.820,23.820,35.840,103.840,40.120,39.430,53.040,20.390,15.160,17.420,11.950,31.080,49.020,47.030,69.160,34.040
2010-02-23,104.190,23.430,35.410,102.870,40.050,38.520,52.290,19.980,15.110,16.960,11.850,30.620,48.270,46.090,67.330,33.400
2010-02-24,104.300,23.620,35.240,103.700,40.300,38.890,52.620,20.010,15.360,17.100,11.930,30.880,48.630,46.370,67.340,33.510
2010-02-25,104.510,23.220,35.070,103.300,40.050,38.570,52.300,19.930,15.320,16.880,11.710,30.480,48.640,45.400,67.500,33.170
2010-02-26,104.530,23.630,35.260,103.300,40.620,38.960,52.620,20.050,15.430,16.980,11.770,30.600,48.640,45.560,68.370,33.460
2010-03-01,104.360,23.390,35.000,104.020,41.020,39.620,53.030,20.320,15.600,17.060,12.030,30.420,49.060,46.230,69.680,33.860
2010-03-02,104.400,23.640,35.420,104.010,41.280,40.070,53.430,20.630,15.770,17.190,12.060,30.640,49.490,46.770,70.590,34.290
2010-03-03,104.400,23.870,35.550,104.090,41.430,40.120,54.070,20.840,15.720,17.500,12.040,31.320,50.210,47.060,70.580,34.730
2010-03-04,104.590,23.660,35.800,104.500,41.100,39.910,53.930,20.790,15.660,17.500,12.030,31.260,49.900,46.860,70.560,34.640
2010-03-05,104.390,23.940,36.410,105.760,41.440,40.950,54.980,21.110,15.900,18.030,12.290,31.980,50.640,48.400,72.200,35.500
2010-03-08,104.460,23.910,36.600,105.590,41.620,40.980,54.980,21.060,16.080,18.090,12.340,31.700,50.560,48.720,71.670,35.460
2010-03-09,104.580,23.650,36.210,105.710,41.460,41.210,54.850,21.030,16.070,17.960,12.380,31.480,50.850,48.820,73.060,35.430
2010-03-10,104.510,23.720,36.470,105.770,41.180,41.500,55.080,21.280,16.120,18.150,12.470,31.640,50.990,49.240,73.650,35.650
2010-03-11,104.510,23.660,36.790,106.280,41.350,41.510,55.290,21.420,16.130,18.220,12.440,31.980,51.180,48.950,73.850,35.820
2010-03-12,104.520,23.520,37.200,106.420,41.790,41.370,55.660,21.550,16.060,18.260,12.410,32.180,51.230,48.680,73.230,35.980
2010-03-15,104.650,23.240,36.880,106.570,41.760,41.070,55.270,21.370,16.120,18.150,12.190,31.860,51.090,48.330,73.200,35.760
2010-03-16,104.840,23.550,37.440,107.070,42.150,41.600,55.970,21.670,16.200,18.400,12.290,32.300,51.550,48.580,73.970,36.240
2010-03-17,104.920,23.760,37.640,107.520,42.190,42.050,56.270,21.780,16.350,18.510,12.540,32.520,52.120,49.430,73.570,36.350
2010-03-18,104.830,23.710,37.510,107.950,42.140,41.730,55.940,21.600,16.280,18.370,12.510,32.420,52.140,49.090,72.440,36.010
2010-03-19,104.750,23.420,36.950,107.340,42.000,41.190,55.370,21.350,16.250,18.130,12.440,31.940,51.890,49.250,71.300,35.580
2010-03-22,104.830,23.420,37.240,107.790,42.170,41.340,55.530,21.390,16.180,18.140,12.380,32.120,52.150,49.010,71.740,35.500
2010-03-23,104.850,23.320,37.220,108.870,42.370,41.630,55.920,21.480,16.250,18.240,12.390,32.300,52.790,49.400,72.720,35.750
2010-03-24,104.320,23.060,36.690,108.400,41.720,41.010,55.000,21.190,16.150,17.960,12.280,31.840,52.020,49.030,71.560,35.050
2010-03-25,104.050,22.930,36.780,108.440,41.360,40.900,54.970,21.340,16.000,17.950,12.280,31.800,52.060,49.040,70.280,35.270
2010-03-26,104.220,22.970,37.340,108.430,41.940,41.100,55.510,21.590,16.260,18.240,12.360,31.940,52.210,48.740,70.440,35.690
2010-03-29,104.100,23.490,37.210,108.920,42.410,41.840,55.980,21.840,16.430,18.330,12.570,32.300,53.060,49.680,72.340,35.980
2010-03-30,104.140,23.540,37.390,109.130,42.740,42.000,55.980,21.780,16.510,18.200,12.620,32.380,53.290,49.910,72.770,35.830
2010-03-31,104.200,23.520,37.510,108.610,42.240,42.120,55.980,21.870,16.290,18.240,12.550,32.540,53.370,50.000,73.640,35.930
2010-04-01,103.840,23.980,38.310,109.280,42.740,43.220,56.970,22.230,16.560,18.600,12.880,33.160,53.900,51.610,74.950,36.580
2010-04-02,103.840,23.980,38.310,109.280,42.740,43.220,56.970,22.230,16.560,18.600,12.880,33.160,53.900,51.610,74.950,36.580
2010-04-05,103.200,24.360,38.320,109.730,42.760,43.610,57.030,22.260,16.630,18.640,12.880,33.460,54.460,52.120,75.300,36.650
2010-04-06,103.330,24.340,38.480,109.720,42.850,43.740,56.870,22.130,16.670,18.480,12.950,33.340,54.790,52.150,75.580,36.430
2010-04-07,103.770,24.250,38.300,109.050,42.550,43.360,56.470,21.910,16.570,18.120,12.930,33.020,54.110,51.650,74.410,35.960
2010-04-08,103.670,24.210,38.720,109.370,42.560,43.510,56.410,21.870,16.590,18.020,12.930,33.040,54.290,52.070,75.310,35.900
2010-04-09,103.780,24.260,38.890,110.060,42.660,43.780,57.150,22.170,16.770,18.330,13.010,33.480,55.030,52.050,75.450,36.550
2010-04-12,104.020,24.240,39.170,110.180,42.760,43.430,57.330,22.360,16.680,18.630,12.950,33.440,55.130,51.380,74.990,36.920
2010-04-13,104.190,24.330,39.160,110.250,42.420,43.340,57.280,22.370,16.720,18.630,12.870,33.420,55.050,51.320,74.900,36.940
2010-04-14,104.070,24.610,39.690,111.290,42.880,43.980,58.040,22.630,16.890,18.990,13.080,33.920,55.490,52.560,75.730,37.340
2010-04-15,104.260,24.700,39.680,111.560,42.760,43.740,58.000,22.580,16.780,18.930,13.140,34.100,55.450,52.680,74.960,37.160
2010-04-16,104.420,24.250,39.060,110.180,41.820,42.460,56.720,22.110,16.330,18.420,12.870,33.500,53.980,51.660,73.360,36.230
2010-04-19,104.230,23.940,38.730,110.840,41.860,42.290,56.570,22.000,16.290,18.190,12.640,33.180,53.990,51.070,73.100,36.100
2010-04-20,104.400,24.130,39.050,111.100,42.080,42.790,56.920,22.260,16.350,18.490,12.700,33.640,54.590,51.700,73.690,36.490
2010-04-21,104.580,24.250,38.990,111.160,42.080,42.650,56.550,22.110,16.280,18.330,12.750,33.360,54.370,52.360,72.990,36.060
2010-04-22,104.370,24.310,38.730,111.350,41.880,42.830,56.040,21.910,16.240,18.000,12.820,33.060,54.600,52.470,73.490,35.560
2010-04-23,104.240,24.470,39.240,111.960,42.410,43.060,56.460,22.150,16.210,18.110,12.910,33.420,55.210,52.740,73.630,35.890
